business_id,county_id,business_name,business_type,employees,revenue_band,established_year
2781,33,Biz_AQ89K78,Other,5,10000-50000,2008
2782,44,Biz_7PSEOOM,Hospitality,9,200001-1M,1999
2783,10,Biz_W506IVG,Retail,10,<10000,2011
2784,5,Biz_D1LTYWV,Hospitality,6,10000-50000,2010
2785,10,Biz_J8METZD,Hospitality,5,50001-200000,1990
2786,1,Biz_R8UHYGL,Agriculture,8,<10000,2001
2787,31,Biz_6TNQFQO,Transport,13,<10000,1990
2788,8,Biz_2JBE6X1,Retail,5,200001-1M,2006
2789,5,Biz_99LDW9G,Agriculture,7,<10000,2016
2790,34,Biz_NKKOI56,Transport,10,200001-1M,2009
2791,13,Biz_6FQX7IJ,Hospitality,2,200001-1M,1983
2792,15,Biz_INR04U9,Retail,6,10000-50000,1993
2793,18,Biz_ZXTL6OV,Manufacturing,3,10000-50000,1982
2794,26,Biz_87ND22K,Transport,11,50001-200000,2016
2795,19,Biz_ZQVR42N,Retail,5,10000-50000,2019
2796,30,Biz_AUBPIXE,Agriculture,8,<10000,2019
2797,18,Biz_3RQNO6Z,Transport,5,<10000,2010
2798,37,Biz_EL883TQ,Hospitality,7,50001-200000,2019
2799,3,Biz_60QAT5H,Transport,5,10000-50000,2007
2800,12,Biz_UJ20P45,Other,6,10000-50000,1984
2801,38,Biz_33NA6NC,Agriculture,7,200001-1M,1989
2802,30,Biz_UP1B0ZQ,Manufacturing,2,<10000,1992
2803,42,Biz_TJN4G9A,Services,11,10000-50000,1988
2804,40,Biz_IBTYD8B,Manufacturing,6,10000-50000,2006
2805,8,Biz_SUMKRGT,Hospitality,5,<10000,1985
2806,13,Biz_95U7K59,Other,4,10000-50000,2006
2807,24,Biz_GABEKQG,Manufacturing,3,50001-200000,2016
2808,26,Biz_9TG0IVA,Transport,9,10000-50000,2020
2809,34,Biz_QGK1VPB,Other,8,<10000,2020
2810,42,Biz_87ANGMV,Transport,5,10000-50000,2018
2811,44,Biz_3L7DUFQ,Retail,5,50001-200000,2008
2812,31,Biz_85P3UB4,Manufacturing,10,50001-200000,1997
2813,44,Biz_O2CUNG5,Other,17,<10000,1987
2814,33,Biz_8DIVIWL,Retail,7,<10000,2016
2815,42,Biz_30GWRR8,Manufacturing,7,10000-50000,1988
2816,42,Biz_0URO1GM,Hospitality,3,50001-200000,2002
2817,30,Biz_SAXLUTC,Manufacturing,10,50001-200000,1996
2818,1,Biz_3XV51HU,Hospitality,6,50001-200000,1989
2819,2,Biz_NXRWTFP,Manufacturing,10,50001-200000,1984
2820,23,Biz_4ZVRM8D,Other,12,10000-50000,1989
2821,33,Biz_JBY03SC,Other,6,50001-200000,1988
2822,42,Biz_HMPH059,Other,5,<10000,1999
2823,45,Biz_XRXI1I5,Agriculture,14,200001-1M,1990
2824,11,Biz_8YLIIMI,Services,12,200001-1M,1992
2825,45,Biz_JJIT7RE,Retail,9,10000-50000,1981
2826,26,Biz_H3VM5YM,Other,13,200001-1M,1998
2827,21,Biz_0AN1TC8,Other,11,10000-50000,1984
2828,47,Biz_1HEGZUJ,Hospitality,6,10000-50000,2012
2829,21,Biz_4L00Y9V,Other,4,>1M,2014
2830,22,Biz_7PBYAIU,Other,6,10000-50000,2000
2831,16,Biz_Z79T4IX,Hospitality,6,<10000,1985
2832,30,Biz_EGLUY3D,Retail,9,50001-200000,1996
2833,16,Biz_0P49TDC,Manufacturing,5,10000-50000,1980
2834,11,Biz_O45I7HL,Other,9,<10000,2021
2835,2,Biz_CFPTTHD,Manufacturing,7,50001-200000,1997
2836,33,Biz_WSBRLTP,Retail,8,10000-50000,1983
2837,17,Biz_P78A605,Retail,8,10000-50000,1991
2838,13,Biz_7AFP26D,Retail,7,10000-50000,2011
2839,44,Biz_7T5B5ZC,Manufacturing,3,10000-50000,1985
2840,42,Biz_CDCKN1T,Manufacturing,7,10000-50000,2017
2841,30,Biz_W7HII6D,Manufacturing,10,<10000,2020
2842,31,Biz_U92PY1J,Other,6,50001-200000,2014
2843,38,Biz_C0EL08Z,Hospitality,7,<10000,2022
2844,16,Biz_DWENZ3P,Manufacturing,4,50001-200000,1982
2845,9,Biz_MRKH8CL,Hospitality,7,10000-50000,2018
2846,36,Biz_4A8UA92,Retail,9,50001-200000,1998
2847,44,Biz_UVPVXNQ,Services,11,<10000,2004
2848,30,Biz_Z6XZ58B,Other,9,10000-50000,2004
2849,23,Biz_IG0AQAS,Hospitality,2,<10000,1997
2850,33,Biz_CMEIFSM,Manufacturing,9,200001-1M,1984
2851,34,Biz_KCEDV2R,Retail,8,<10000,2011
2852,22,Biz_3N2IHQD,Hospitality,10,<10000,2008
2853,1,Biz_BI5O7PK,Other,6,10000-50000,1985
2854,16,Biz_7JQISHQ,Retail,12,10000-50000,1987
2855,17,Biz_N6B05HG,Other,5,<10000,2016
2856,46,Biz_L7L4G0P,Hospitality,9,50001-200000,2020
2857,19,Biz_QSDV16V,Hospitality,11,10000-50000,2018
2858,9,Biz_VZJ89GF,Agriculture,5,<10000,1989
2859,15,Biz_IB5H9U9,Other,6,10000-50000,2011
2860,22,Biz_7VE1MY1,Manufacturing,10,10000-50000,2013
2861,6,Biz_GNWS1TS,Manufacturing,5,10000-50000,1995
2862,1,Biz_BSXHVAW,Other,10,50001-200000,2011
2863,36,Biz_MCRUNS9,Retail,7,200001-1M,2004
2864,33,Biz_GDFEN1B,Manufacturing,8,50001-200000,2018
2865,18,Biz_0BD47A2,Agriculture,2,10000-50000,1984
2866,10,Biz_KUJ0PU6,Retail,11,10000-50000,1984
2867,10,Biz_SZ9K8HH,Transport,5,>1M,2004
2868,32,Biz_WZTRBX2,Services,7,50001-200000,1996
2869,34,Biz_4X6ZN5I,Hospitality,9,<10000,2019
2870,27,Biz_7GQUWBU,Manufacturing,7,10000-50000,2020
2871,28,Biz_JP1F7ZH,Transport,6,10000-50000,2013
2872,26,Biz_RNC5LK2,Hospitality,8,50001-200000,2017
2873,46,Biz_XFEIE0T,Manufacturing,17,10000-50000,2023
2874,42,Biz_IC9Z47S,Services,9,<10000,1999
2875,14,Biz_TOGOV0K,Transport,10,10000-50000,2009
2876,13,Biz_0H0CG77,Hospitality,8,10000-50000,2021
2877,13,Biz_O15AY4I,Services,9,10000-50000,2005
2878,30,Biz_FBAK1HS,Manufacturing,10,10000-50000,2023
2879,22,Biz_P5WM9SZ,Manufacturing,7,50001-200000,2000
2880,11,Biz_J76GHH2,Transport,12,50001-200000,1980
2881,45,Biz_VRTC98C,Retail,9,10000-50000,1993
2882,38,Biz_EKKTRM2,Retail,7,10000-50000,2022
2883,22,Biz_4M778X6,Services,7,10000-50000,2005
2884,45,Biz_VGMZGJG,Agriculture,9,50001-200000,1990
2885,30,Biz_8TYWTMD,Retail,6,<10000,1998
2886,13,Biz_NBAA3Z9,Hospitality,6,10000-50000,1995
2887,31,Biz_CNMIOKZ,Manufacturing,9,<10000,1980
2888,27,Biz_E5PCFLF,Manufacturing,5,50001-200000,1993
2889,9,Biz_5BCQ9TU,Retail,10,10000-50000,1994
2890,47,Biz_KROXGYC,Other,7,>1M,1993
2891,6,Biz_LWM69KX,Other,9,<10000,2022
2892,3,Biz_FQT6HW6,Services,7,200001-1M,1982
2893,36,Biz_F9JDKSE,Other,7,<10000,2002
2894,38,Biz_SJ28GHY,Retail,10,10000-50000,2008
2895,17,Biz_XZVM6HI,Services,7,50001-200000,1998
2896,33,Biz_FIWPVYL,Manufacturing,11,50001-200000,1994
2897,34,Biz_GBQ6AA3,Other,6,<10000,1991
2898,11,Biz_V70SLVI,Services,8,10000-50000,1999
2899,7,Biz_JMF6YTG,Transport,7,<10000,2007
2900,39,Biz_HV3KWG4,Agriculture,3,200001-1M,1982
2901,30,Biz_OAQMBQH,Services,6,<10000,2010
2902,13,Biz_VN7JZBQ,Transport,10,<10000,2009
2903,18,Biz_7DILQYL,Manufacturing,11,<10000,2008
2904,15,Biz_53ANOK6,Services,11,<10000,2012
2905,21,Biz_F9UX7Q2,Other,6,200001-1M,1989
2906,23,Biz_IP4U2HD,Other,12,50001-200000,1983
2907,28,Biz_MJJ22Q3,Agriculture,9,50001-200000,2003
2908,29,Biz_4D1XVIR,Manufacturing,6,>1M,2023
2909,18,Biz_4KEBBRF,Transport,12,<10000,2014
2910,43,Biz_1AXF6QW,Retail,10,10000-50000,1982
2911,15,Biz_NOCMFGZ,Agriculture,5,10000-50000,2022
2912,43,Biz_833Z1TR,Other,9,50001-200000,2008
2913,32,Biz_OFWDKCV,Transport,6,<10000,2010
2914,19,Biz_E2HUKEG,Agriculture,8,<10000,2002
2915,23,Biz_WIMLLI3,Transport,11,10000-50000,2002
2916,3,Biz_LRNB6WB,Services,14,<10000,2006
2917,30,Biz_OPOS0EF,Transport,10,50001-200000,1991
2918,47,Biz_OQ6711Y,Transport,10,10000-50000,2020
2919,31,Biz_7TPJBOX,Transport,5,<10000,2022
2920,30,Biz_LTKZW9S,Retail,15,10000-50000,1992
2921,18,Biz_A70Q0TK,Hospitality,9,10000-50000,2017
2922,38,Biz_US18GHG,Other,9,<10000,1982
2923,38,Biz_9630FMW,Agriculture,4,<10000,2024
2924,44,Biz_BS2OY1S,Transport,13,10000-50000,1990
2925,18,Biz_MRA0PYX,Transport,13,10000-50000,2018
2926,46,Biz_0J0JCS2,Manufacturing,9,50001-200000,2009
2927,46,Biz_T7M60JX,Agriculture,5,200001-1M,1998
2928,32,Biz_0XLWKHH,Manufacturing,12,200001-1M,2008
2929,2,Biz_1WLG2A3,Transport,7,10000-50000,2013
2930,10,Biz_K8980VQ,Agriculture,11,10000-50000,1990
2931,40,Biz_C9NYQSC,Manufacturing,11,10000-50000,2009
2932,47,Biz_I2PJF5M,Services,10,>1M,1992
2933,47,Biz_HESMQQ7,Manufacturing,8,10000-50000,1987
2934,3,Biz_XABL79K,Other,11,10000-50000,2013
2935,43,Biz_M9LQN4K,Other,4,200001-1M,2016
2936,40,Biz_SX50NX2,Other,3,<10000,2011
2937,30,Biz_BJOU5Y8,Manufacturing,12,50001-200000,2010
2938,17,Biz_WVPLVIM,Services,7,10000-50000,2002
2939,10,Biz_6QXZRR3,Services,9,<10000,2023
2940,3,Biz_F84BZOP,Hospitality,6,50001-200000,2019
2941,30,Biz_7R55758,Hospitality,3,10000-50000,2005
2942,1,Biz_G7Q5E2U,Retail,9,>1M,2016
2943,32,Biz_60IS2MK,Retail,8,<10000,2006
2944,10,Biz_5JPZ145,Hospitality,13,50001-200000,1992
2945,17,Biz_32AVF6W,Other,9,10000-50000,1985
2946,10,Biz_R7R71LH,Hospitality,12,<10000,2012
2947,16,Biz_VI64EUY,Transport,4,10000-50000,1990
2948,31,Biz_APMCPWL,Services,9,50001-200000,2014
2949,7,Biz_RVQCPB0,Hospitality,11,<10000,1986
2950,29,Biz_2NVHKQN,Services,5,200001-1M,2022
2951,30,Biz_LTEC1LB,Services,10,10000-50000,2024
2952,24,Biz_EU90F21,Services,11,50001-200000,2024
2953,27,Biz_RD4VREC,Manufacturing,13,<10000,2019
2954,11,Biz_CNR834G,Manufacturing,3,200001-1M,2022
2955,30,Biz_MHP018R,Agriculture,5,50001-200000,1993
2956,33,Biz_3Q7GN46,Manufacturing,11,10000-50000,1997
2957,4,Biz_CHV2ZVR,Other,10,10000-50000,2023
2958,26,Biz_VV0VSU0,Transport,7,10000-50000,2012
2959,15,Biz_QJZMNC9,Other,11,<10000,2015
2960,30,Biz_2P5G1JJ,Manufacturing,11,<10000,2005
2961,8,Biz_6DE2ZTA,Retail,6,<10000,2003
2962,16,Biz_9DD4VDA,Agriculture,10,10000-50000,2006
2963,38,Biz_VDXLMBA,Retail,9,50001-200000,2008
2964,30,Biz_VCTODHS,Agriculture,7,<10000,1988
2965,31,Biz_49ADLGN,Agriculture,8,<10000,1985
2966,18,Biz_6L6R6ZV,Agriculture,3,10000-50000,1990
2967,41,Biz_O2TW0YN,Manufacturing,13,200001-1M,2017
2968,36,Biz_B3ET1PP,Agriculture,6,10000-50000,2014
2969,18,Biz_0A9Q1H0,Services,5,50001-200000,1985
2970,14,Biz_IPASCR4,Other,7,<10000,1983
2971,28,Biz_J0LHDH4,Retail,11,10000-50000,1992
2972,23,Biz_G15BY00,Transport,14,<10000,2006
2973,12,Biz_QFZH6UH,Other,8,10000-50000,2003
2974,8,Biz_915D5Z2,Transport,11,10000-50000,2002
2975,24,Biz_W6CW2FK,Retail,5,<10000,1989
2976,19,Biz_TH6QGZ5,Retail,8,>1M,2024
2977,30,Biz_Y2T1S55,Services,6,200001-1M,1993
2978,15,Biz_0RGAKWT,Services,12,<10000,2012
2979,16,Biz_P0M7BDH,Other,6,<10000,2019
2980,13,Biz_NCNJW6K,Manufacturing,12,<10000,1998
2981,16,Biz_R7NSCY9,Agriculture,10,10000-50000,2011
2982,11,Biz_5V3C40K,Transport,8,10000-50000,2009
2983,28,Biz_YA25C61,Hospitality,10,10000-50000,1992
2984,27,Biz_7XZR9PC,Other,8,50001-200000,2015
2985,29,Biz_Z0UQ019,Retail,7,200001-1M,2004
2986,43,Biz_K2IP843,Hospitality,4,10000-50000,2019
2987,14,Biz_E4UGCUL,Services,5,<10000,2012
2988,24,Biz_WPLVZGU,Manufacturing,6,10000-50000,2019
2989,35,Biz_MWX8CL3,Transport,9,50001-200000,1993
2990,26,Biz_NXLHGPF,Hospitality,11,50001-200000,2017
2991,30,Biz_PYA2MMG,Services,9,<10000,1986
2992,18,Biz_L8XYXXG,Manufacturing,9,10000-50000,1993
2993,45,Biz_GN4I7X1,Services,8,50001-200000,2010
2994,21,Biz_BPZKTF5,Manufacturing,8,50001-200000,2001
2995,34,Biz_KSBL6PG,Other,14,10000-50000,1995
2996,10,Biz_BNHH2Y9,Retail,12,<10000,2021
2997,2,Biz_P9D81D2,Hospitality,6,10000-50000,1997
2998,35,Biz_KEMVZXR,Retail,8,50001-200000,2022
2999,26,Biz_62HN2UP,Manufacturing,11,<10000,2007
3000,35,Biz_00Y1EUN,Manufacturing,7,10000-50000,2019
3001,31,Biz_EYSPJW7,Hospitality,10,10000-50000,2012
3002,13,Biz_23LDXYA,Services,11,<10000,2016
3003,43,Biz_Q7JGIMY,Hospitality,4,10000-50000,2003
3004,27,Biz_FE456C6,Retail,7,10000-50000,1998
3005,38,Biz_DAWZMF0,Services,6,10000-50000,2006
3006,44,Biz_3V393IK,Retail,7,10000-50000,2023
3007,30,Biz_WL5DRA5,Hospitality,7,<10000,1993
3008,17,Biz_MF9ZYKD,Manufacturing,11,10000-50000,1989
3009,45,Biz_3GKQ92I,Manufacturing,5,<10000,2021
3010,43,Biz_1F1WN8V,Hospitality,10,10000-50000,2009
3011,24,Biz_YSNDJQX,Agriculture,6,10000-50000,1996
3012,3,Biz_FJ9OQXD,Transport,11,<10000,2014
3013,15,Biz_WHOGNJH,Services,3,10000-50000,1998
3014,28,Biz_JTCC3NS,Hospitality,13,<10000,1985
3015,8,Biz_DT6N7ZA,Retail,7,10000-50000,1981
3016,36,Biz_5Q5JDB1,Other,7,200001-1M,2003
3017,26,Biz_FTEG3PG,Retail,8,10000-50000,1992
3018,20,Biz_IN6PE0F,Agriculture,10,<10000,1984
3019,10,Biz_963K2XP,Agriculture,9,200001-1M,2000
3020,42,Biz_3MVLBIV,Manufacturing,13,10000-50000,2015
3021,3,Biz_U94CAH8,Other,6,50001-200000,1993
3022,32,Biz_UI9UQ9E,Manufacturing,10,<10000,1993
3023,35,Biz_EZ9ZN79,Agriculture,17,50001-200000,2012
3024,25,Biz_ZJPY1OR,Agriculture,6,10000-50000,1995
3025,18,Biz_7SEGD7S,Transport,8,50001-200000,2019
3026,11,Biz_6NWQZX8,Agriculture,3,10000-50000,2024
3027,30,Biz_V6KQ917,Hospitality,8,10000-50000,2011
3028,30,Biz_QRC6C38,Manufacturing,7,10000-50000,2013
3029,14,Biz_PEXGSF4,Manufacturing,8,10000-50000,2017
3030,22,Biz_HQE6C7N,Retail,8,<10000,2020
3031,3,Biz_WG6WS1G,Other,6,<10000,2005
3032,2,Biz_9EF4OK9,Hospitality,6,<10000,2005
3033,12,Biz_4AWDFC7,Services,9,<10000,1984
3034,14,Biz_1CJYCKN,Agriculture,7,50001-200000,1985
3035,3,Biz_UCV3P97,Services,3,200001-1M,2010
3036,30,Biz_1YSF3DE,Hospitality,11,10000-50000,2010
3037,13,Biz_VO9GF2G,Transport,10,<10000,2011
3038,18,Biz_H9X74YS,Services,4,<10000,1994
3039,12,Biz_2HAAEU5,Agriculture,7,<10000,2003
3040,26,Biz_Z501O0R,Other,4,<10000,2013
3041,16,Biz_0ZI7KPF,Hospitality,8,10000-50000,2017
3042,3,Biz_WXQ3OAX,Agriculture,7,50001-200000,1980
3043,30,Biz_9CIN7ZB,Hospitality,9,10000-50000,2011
3044,11,Biz_5MIE5E8,Agriculture,8,10000-50000,2014
3045,38,Biz_MRAOUL7,Transport,9,10000-50000,2002
3046,46,Biz_XYF00ET,Other,10,200001-1M,1983
3047,22,Biz_D489GZL,Services,5,10000-50000,1983
3048,32,Biz_Y7X982Q,Agriculture,7,10000-50000,2008
3049,31,Biz_RNPTDE5,Transport,11,<10000,2004
3050,38,Biz_2EF20DB,Agriculture,7,50001-200000,2019
3051,30,Biz_8O9L9EW,Agriculture,10,50001-200000,1997
3052,43,Biz_2JEAUJQ,Services,9,50001-200000,2007
3053,43,Biz_DFLPFC5,Services,8,200001-1M,2002
3054,39,Biz_XR1O1CD,Manufacturing,6,<10000,2009
3055,40,Biz_BD64NBP,Transport,10,<10000,1987
3056,7,Biz_AGVMVAD,Hospitality,10,10000-50000,1980
3057,34,Biz_SGLMEUB,Retail,10,10000-50000,1997
3058,35,Biz_LP0KXW8,Agriculture,4,200001-1M,2020
3059,21,Biz_3E0Y0NG,Other,4,10000-50000,1993
3060,37,Biz_NUVWM3A,Retail,6,50001-200000,1993
3061,32,Biz_CKYRPCG,Other,7,<10000,2023
3062,22,Biz_6WEPTO4,Retail,7,50001-200000,2023
3063,1,Biz_BT8OW1D,Services,7,<10000,2023
3064,34,Biz_SXJ7IU3,Manufacturing,7,200001-1M,2022
3065,18,Biz_WF7O74Y,Other,8,10000-50000,2017
3066,12,Biz_OAK9NAJ,Agriculture,10,<10000,2020
3067,8,Biz_92D9SV8,Services,11,50001-200000,2014
3068,45,Biz_QCDPZHR,Agriculture,5,10000-50000,1984
3069,33,Biz_XLF9L50,Transport,10,<10000,2005
3070,45,Biz_GD3IYX2,Transport,9,50001-200000,1998
3071,17,Biz_2B07PAP,Manufacturing,12,<10000,2003
3072,29,Biz_MBNAH1J,Agriculture,5,10000-50000,1995
3073,16,Biz_6EW4WNM,Manufacturing,2,10000-50000,2002
3074,18,Biz_F7MTCET,Agriculture,7,10000-50000,2010
3075,26,Biz_2CS5GRK,Agriculture,6,<10000,1981
3076,8,Biz_OKMMEU7,Hospitality,5,10000-50000,2013
3077,30,Biz_IMGXEMW,Agriculture,13,10000-50000,2015
3078,11,Biz_EOOYL4R,Services,9,10000-50000,2017
3079,23,Biz_VP89Q10,Other,9,50001-200000,1985
3080,14,Biz_J13K5H0,Agriculture,14,50001-200000,2015
3081,23,Biz_QVPRS4S,Retail,6,<10000,1980
3082,18,Biz_GSOWJ7F,Services,9,<10000,2020
3083,18,Biz_Z2X1JQ6,Retail,9,<10000,1980
3084,34,Biz_BMHYGU0,Hospitality,7,10000-50000,1982
3085,6,Biz_3JJP9NV,Agriculture,5,<10000,2015
3086,7,Biz_QQCG58X,Retail,3,200001-1M,2016
3087,11,Biz_UAXXX7X,Hospitality,8,<10000,1997
3088,44,Biz_5GU491D,Transport,8,50001-200000,1980
3089,38,Biz_WOGAM2U,Hospitality,10,<10000,1982
3090,13,Biz_3D542IH,Services,11,<10000,1990
3091,11,Biz_03MUCIQ,Other,13,10000-50000,1999
3092,14,Biz_MJWI1Y2,Other,9,<10000,1999
3093,9,Biz_3VANMTI,Transport,10,10000-50000,1980
3094,16,Biz_UZBCYPA,Other,7,<10000,2007
3095,15,Biz_QM2VQZT,Manufacturing,12,10000-50000,1985
3096,27,Biz_LQF0P78,Transport,5,10000-50000,1982
3097,19,Biz_HEWDV26,Other,10,10000-50000,1988
3098,15,Biz_0OZUO9U,Retail,5,200001-1M,1986
3099,4,Biz_BI0TQTM,Services,9,<10000,1995
3100,18,Biz_D0Z5UNH,Retail,6,<10000,2009
3101,3,Biz_4IHD05Q,Other,4,50001-200000,1989
3102,13,Biz_5XW5ID0,Agriculture,5,<10000,1996
3103,2,Biz_9SPAP8N,Agriculture,6,<10000,2019
3104,5,Biz_6GB0S0P,Retail,12,10000-50000,2008
3105,24,Biz_FHO0Q6B,Agriculture,7,200001-1M,1993
3106,31,Biz_T4UOKAM,Hospitality,11,50001-200000,1987
3107,5,Biz_GLXVBFW,Hospitality,5,10000-50000,1988
3108,38,Biz_VBHV8CF,Retail,8,10000-50000,2000
3109,13,Biz_JWYVRVZ,Retail,7,<10000,2024
3110,29,Biz_04P4HB8,Transport,5,<10000,1983
3111,4,Biz_WBF7HTF,Other,8,<10000,1991
3112,36,Biz_2MOZZKL,Transport,17,10000-50000,1980
3113,27,Biz_OVP3C4L,Manufacturing,7,>1M,2022
3114,14,Biz_BCNY2UA,Services,5,50001-200000,1997
3115,36,Biz_X3VZ5M8,Transport,13,<10000,1987
3116,3,Biz_8DUR2JM,Retail,7,10000-50000,2022
3117,18,Biz_78YSK0W,Agriculture,6,50001-200000,1996
3118,42,Biz_TSR7E9Q,Manufacturing,12,200001-1M,1987
3119,11,Biz_Z5WUZ16,Hospitality,7,10000-50000,2002
3120,31,Biz_I4JRDJT,Hospitality,6,<10000,2012
3121,30,Biz_KCID8DL,Transport,5,<10000,1989
3122,43,Biz_382ICY6,Retail,6,<10000,2019
3123,22,Biz_07HKPDT,Retail,9,<10000,2014
3124,12,Biz_HPNB9DL,Transport,10,10000-50000,2004
3125,29,Biz_R5XIQWN,Retail,11,50001-200000,2002
3126,37,Biz_6QCSVH5,Other,7,<10000,2010
3127,30,Biz_8DPKXRA,Manufacturing,11,50001-200000,1980
3128,11,Biz_D49BREL,Hospitality,6,200001-1M,1998
3129,36,Biz_USAMZNT,Hospitality,10,10000-50000,2007
3130,42,Biz_CD3OY5O,Manufacturing,8,<10000,1997
3131,33,Biz_NGD2T4J,Transport,2,<10000,1989
3132,22,Biz_XLWVXM6,Manufacturing,15,10000-50000,2007
3133,22,Biz_Q5XBOGJ,Transport,9,50001-200000,1980
3134,13,Biz_ZWP4IFM,Agriculture,9,50001-200000,1983
3135,47,Biz_5M4FEXL,Hospitality,10,50001-200000,1991
3136,40,Biz_3UWHLGD,Manufacturing,12,<10000,1991
3137,13,Biz_PPXDKNK,Hospitality,10,<10000,2005
3138,27,Biz_WX73L10,Retail,5,10000-50000,1995
3139,33,Biz_ABTKB3M,Manufacturing,9,<10000,1997
3140,20,Biz_VJ4MMW4,Services,12,10000-50000,2011
3141,14,Biz_822DEXY,Transport,3,10000-50000,2022
3142,11,Biz_RY707EA,Hospitality,6,10000-50000,2015
3143,36,Biz_L9T098O,Hospitality,12,10000-50000,1991
3144,28,Biz_T5B64HW,Agriculture,2,<10000,2005
3145,29,Biz_PH797K1,Other,8,10000-50000,1987
3146,33,Biz_0ZLRX0O,Hospitality,8,<10000,2002
3147,18,Biz_JBXLHOW,Retail,11,10000-50000,2010
3148,46,Biz_RRB1B1V,Transport,7,50001-200000,1990
3149,44,Biz_G1ONMC0,Transport,8,<10000,1987
3150,10,Biz_M27IBEO,Manufacturing,9,10000-50000,1982
3151,31,Biz_75HEH8N,Services,13,<10000,2015
3152,24,Biz_0AY0P1L,Transport,14,10000-50000,2002
3153,8,Biz_2KBF93G,Retail,6,10000-50000,1998
3154,3,Biz_233ZL4J,Manufacturing,9,200001-1M,1988
3155,8,Biz_1O0KXKN,Transport,10,200001-1M,2001
3156,11,Biz_L6AZ2ZI,Transport,8,50001-200000,1991
3157,1,Biz_3UTT3IS,Other,10,<10000,2015
3158,36,Biz_ORVHAZL,Agriculture,7,<10000,2006
3159,2,Biz_8K5AX9B,Agriculture,13,50001-200000,2023
3160,18,Biz_NZ2QQF6,Agriculture,10,10000-50000,1990
3161,17,Biz_0H8UY0L,Hospitality,9,<10000,2006
3162,11,Biz_H0T75KE,Transport,8,10000-50000,2010
3163,45,Biz_NNSBHDW,Other,8,50001-200000,1982
3164,30,Biz_I5BJG0D,Agriculture,7,10000-50000,1994
3165,32,Biz_FBVLF4P,Manufacturing,15,50001-200000,2005
3166,6,Biz_V62A97V,Services,14,10000-50000,1986
3167,14,Biz_H1E7GX3,Manufacturing,10,10000-50000,2009
3168,38,Biz_0TXYCX4,Services,6,<10000,1980
3169,43,Biz_U4IRBTF,Transport,12,50001-200000,2013
3170,14,Biz_ASAMRHL,Manufacturing,10,50001-200000,2017
3171,29,Biz_0XAYWHB,Transport,10,<10000,1982
3172,11,Biz_E8U0VYQ,Other,12,10000-50000,1987
3173,33,Biz_PEJT1NL,Services,9,200001-1M,1990
3174,30,Biz_B03U14X,Other,6,<10000,2011
3175,27,Biz_HC4EF1U,Services,6,200001-1M,2015
3176,31,Biz_YJ09OXO,Services,9,10000-50000,2013
3177,30,Biz_ZA48969,Hospitality,10,<10000,2024
3178,2,Biz_4GOUDCP,Hospitality,7,10000-50000,2005
3179,17,Biz_M307CG8,Retail,9,10000-50000,1998
3180,16,Biz_LNHGHWF,Other,8,<10000,2012
3181,20,Biz_KULF3XL,Hospitality,7,10000-50000,2015
3182,32,Biz_QG1DNU2,Other,9,50001-200000,1991
3183,40,Biz_12X5J34,Other,10,200001-1M,1992
3184,26,Biz_K6KIXPP,Hospitality,7,10000-50000,1999
3185,11,Biz_66G8SPE,Retail,8,50001-200000,2017
3186,16,Biz_DJYFS40,Services,7,10000-50000,2014
3187,30,Biz_NHT26RU,Services,6,<10000,2007
3188,12,Biz_2ALQR54,Services,10,50001-200000,2011
3189,2,Biz_NOWS64G,Hospitality,8,200001-1M,2004
3190,18,Biz_9J1K5X1,Hospitality,17,<10000,1980
3191,37,Biz_MWTCGJZ,Retail,13,<10000,1994
3192,7,Biz_HT92TBU,Other,5,10000-50000,2010
3193,7,Biz_ZVRFBVX,Manufacturing,2,200001-1M,2002
3194,36,Biz_LXRHZJB,Agriculture,7,<10000,2019
3195,30,Biz_PGIJPUP,Retail,7,<10000,1986
3196,39,Biz_WVLS9LY,Agriculture,3,50001-200000,1985
3197,16,Biz_V3S7SNP,Other,7,10000-50000,2002
3198,32,Biz_PYI6QZN,Other,6,>1M,2024
3199,4,Biz_EHCJAQR,Manufacturing,9,200001-1M,1991
3200,32,Biz_HGKJUYL,Retail,7,10000-50000,2018
3201,1,Biz_WQA4WSJ,Hospitality,4,200001-1M,2004
3202,27,Biz_ANSB1S4,Agriculture,8,10000-50000,1992
3203,37,Biz_K8CMPEX,Hospitality,10,<10000,1993
3204,44,Biz_DSOTR8O,Agriculture,10,50001-200000,1990
3205,25,Biz_FLW9YHJ,Other,9,<10000,1988
3206,36,Biz_EBQGCDT,Other,8,200001-1M,1984
3207,6,Biz_2CZWBS2,Other,8,<10000,1998
3208,3,Biz_W7LZZDH,Hospitality,6,<10000,2004
3209,2,Biz_6B9YH0I,Manufacturing,10,10000-50000,1984
3210,34,Biz_6DNV1CD,Transport,12,50001-200000,2020
3211,30,Biz_BPSLL2F,Manufacturing,5,10000-50000,1998
3212,38,Biz_881KJ7X,Services,5,<10000,2019
3213,10,Biz_CWD4SOQ,Other,6,<10000,2004
3214,45,Biz_EB1E992,Manufacturing,11,10000-50000,1999
3215,27,Biz_AH1N34D,Transport,6,<10000,2000
3216,20,Biz_TGGJ88V,Hospitality,5,<10000,2000
3217,12,Biz_H3IOG8W,Other,6,50001-200000,1997
3218,7,Biz_2R5CAWU,Hospitality,5,10000-50000,1996
