facility_id,subcounty_id,county_id,facility_name,facility_type,bed_capacity
1305,51,9,Health_CUYYQP,Health Centre,11
1306,216,31,Health_IQEKQC,County Hospital,8
1307,111,17,Health_SWQXZN,Dispensary,11
1308,48,8,Health_CSXTBI,Dispensary,13
1309,256,40,Health_SHSMYX,County Hospital,9
1310,198,30,Health_XSAFIE,Health Centre,9
1311,173,27,Health_YFFSVY,Dispensary,11
1312,138,20,Health_YEYXSD,Dispensary,9
1313,198,30,Health_OILTPF,Sub-county Hospital,9
1314,77,13,Health_WPNPRM,Health Centre,10
1315,223,33,Health_NUCIOT,County Hospital,13
1316,60,11,Health_DRYPVT,Health Centre,7
1317,47,8,Health_HKMTWL,Clinic,10
1318,205,30,Health_FIFCDH,County Hospital,10
1319,177,27,Health_JKLOQJ,County Hospital,13
1320,231,34,Health_XOVCJK,County Hospital,9
1321,167,26,Health_IPEUNZ,Clinic,10
1322,91,14,Health_VMQOCD,Clinic,7
1323,32,6,Health_BRTCIT,Dispensary,5
1324,199,30,Health_QZZQFL,Clinic,6
1325,260,41,Health_WAEFEY,Sub-county Hospital,10
1326,135,20,Health_XXBZJH,County Hospital,9
1327,72,12,Health_INHFCX,Health Centre,7
1328,25,4,Health_ZGEWVB,Health Centre,6
1329,97,15,Health_EDINBJ,Dispensary,8
1330,29,5,Health_WCCEBR,Health Centre,10
1331,123,18,Health_WLLUYM,Health Centre,13
1332,228,33,Health_KBYVOU,Health Centre,12
1333,111,17,Health_WHQXFS,Clinic,10
1334,51,9,Health_EFRASZ,Clinic,8
1335,243,37,Health_LMCJWJ,Clinic,6
1336,134,20,Health_NYOKZG,Clinic,11
1337,105,16,Health_KFOGGE,County Hospital,6
1338,1,1,Health_VXLSPS,Clinic,10
1339,36,7,Health_EBZKBQ,Sub-county Hospital,6
1340,169,26,Health_MCQSBG,Dispensary,12
1341,247,38,Health_SRCCVR,Dispensary,9
1342,130,19,Health_ZWVWUJ,County Hospital,13
1343,144,22,Health_MFLZMW,Sub-county Hospital,10
1344,110,17,Health_ZPTREM,County Hospital,4
1345,251,38,Health_YHUDVJ,Clinic,12
1346,30,5,Health_KJIHFX,Clinic,10
1347,97,15,Health_SIYELS,Sub-county Hospital,12
1348,18,3,Health_TYEVLA,Dispensary,18
1349,291,47,Health_FUINUI,Sub-county Hospital,12
1350,77,13,Health_VFMTQB,County Hospital,9
1351,35,7,Health_CVPTFU,Sub-county Hospital,9
1352,31,6,Health_KLMHCX,County Hospital,10
1353,206,30,Health_GLJIAI,County Hospital,9
1354,2,1,Health_USZICC,Health Centre,8
1355,281,45,Health_XMRCGP,Dispensary,4
1356,3,1,Health_YQTTEE,Health Centre,13
1357,119,18,Health_USUMZP,Health Centre,8
1358,114,17,Health_RGJOLO,Health Centre,13
1359,187,29,Health_AJNMSU,Health Centre,10
1360,282,46,Health_VWXVNM,Health Centre,12
1361,153,23,Health_APUCKD,County Hospital,8
1362,198,30,Health_QIYSIO,Clinic,8
1363,191,30,Health_WNAWTA,Sub-county Hospital,6
1364,52,10,Health_MMLECX,Clinic,10
1365,110,17,Health_JXLOBU,County Hospital,9
1366,57,11,Health_JJXCUF,Sub-county Hospital,13
1367,74,12,Health_VUYCHA,Health Centre,10
1368,23,4,Health_KAPBLE,Sub-county Hospital,10
1369,236,35,Health_LBXILQ,Dispensary,13
1370,36,7,Health_VEVMCN,Sub-county Hospital,8
1371,32,6,Health_CIFBMN,Health Centre,13
1372,117,18,Health_WWDMZW,Clinic,13
1373,201,30,Health_HXWHMS,Dispensary,8
1374,51,9,Health_VYLMUH,Clinic,9
1375,147,22,Health_WLDNGB,County Hospital,5
1376,234,35,Health_JNKRDX,Sub-county Hospital,12
1377,181,28,Health_BHNCIT,Dispensary,8
1378,257,40,Health_LWMQCQ,Sub-county Hospital,10
1379,102,16,Health_AIQBOO,Sub-county Hospital,6
1380,65,11,Health_AXUAQM,Dispensary,5
1381,203,30,Health_WJPOXS,County Hospital,11
1382,97,15,Health_IAIDOB,County Hospital,6
1383,189,29,Health_JDGVUY,Sub-county Hospital,13
1384,26,4,Health_GKVZFC,Health Centre,15
1385,252,39,Health_ADNABN,Sub-county Hospital,13
1386,30,5,Health_SFKMZY,Clinic,7
1387,20,3,Health_IKBLHB,Health Centre,9
1388,31,6,Health_UVXXRA,County Hospital,13
1389,94,14,Health_HFYIQZ,Dispensary,8
1390,188,29,Health_GKTMZB,County Hospital,11
1391,107,16,Health_LAWSDY,Sub-county Hospital,12
1392,126,18,Health_YQVAPA,Sub-county Hospital,11
1393,167,26,Health_TBARIY,Health Centre,8
1394,154,24,Health_LEBQKA,Sub-county Hospital,9
1395,219,32,Health_ZFLMAH,Health Centre,9
1396,182,28,Health_SORDFY,Sub-county Hospital,6
1397,115,18,Health_VEZEGE,Health Centre,15
1398,284,46,Health_VTOHZW,Sub-county Hospital,13
1399,43,8,Health_HCLLIC,Clinic,11
1400,181,28,Health_UEWNKN,Sub-county Hospital,9
1401,206,30,Health_NLHHHS,Health Centre,13
1402,248,38,Health_BDJENY,Dispensary,13
1403,149,23,Health_GKLXLR,Health Centre,6
1404,174,27,Health_STOYTN,Health Centre,12
1405,246,38,Health_LUSTEO,Dispensary,13
1406,277,45,Health_CSRXNV,Health Centre,14
1407,114,17,Health_OPNRTK,Clinic,9
1408,230,34,Health_SBRCQH,County Hospital,8
1409,231,34,Health_ZJDNUU,Health Centre,9
1410,26,4,Health_ZIGMNF,Dispensary,8
1411,19,3,Health_KSBRGE,Clinic,10
1412,245,37,Health_HSTSOZ,Sub-county Hospital,6
1413,143,22,Health_UKTDLB,Health Centre,10
1414,267,43,Health_KOITJY,Dispensary,5
1415,139,21,Health_TSTHEO,Sub-county Hospital,14
1416,107,16,Health_QCERYC,County Hospital,13
1417,42,8,Health_XVSGLS,County Hospital,11
1418,60,11,Health_DQJRRO,Health Centre,9
1419,9,2,Health_TAUQXL,Clinic,10
1420,274,44,Health_RFDXUS,Sub-county Hospital,9
1421,292,47,Health_IPPRZG,Clinic,3
1422,112,17,Health_SZQDZL,Sub-county Hospital,9
1423,110,17,Health_RVUVRA,County Hospital,12
1424,103,16,Health_KUEJVI,Clinic,9
1425,92,14,Health_WPOKGQ,Dispensary,6
1426,271,43,Health_PKPWSA,Health Centre,12
1427,264,42,Health_NFVRFA,Health Centre,6
1428,281,45,Health_DKQGMX,Health Centre,4
1429,261,41,Health_FWECBN,County Hospital,11
1430,217,31,Health_MAMWGV,Sub-county Hospital,16
1431,288,47,Health_IJQIPB,Dispensary,9
1432,281,45,Health_FKOHLE,County Hospital,14
1433,69,11,Health_LELTBF,Clinic,10
1434,241,36,Health_NWKPDR,Clinic,7
1435,197,30,Health_QTGKDO,Dispensary,13
1436,33,6,Health_COZHAP,Health Centre,18
1437,47,8,Health_RXTLBB,Clinic,16
1438,245,37,Health_UWSQIK,Dispensary,8
1439,204,30,Health_XJHIWB,County Hospital,11
1440,179,27,Health_GSTPLR,Health Centre,19
1441,89,14,Health_CQSJXC,Health Centre,9
1442,69,11,Health_TEJZIN,Dispensary,7
1443,157,24,Health_BHFINJ,Health Centre,9
1444,197,30,Health_XNZOTF,Dispensary,7
1445,79,13,Health_BJRLUT,Dispensary,9
1446,171,26,Health_GVCMFL,Dispensary,7
1447,194,30,Health_PUBIXR,Health Centre,5
1448,58,11,Health_MQABEW,Health Centre,13
1449,21,4,Health_KQNCIQ,Sub-county Hospital,4
1450,267,43,Health_DZELVX,Health Centre,9
1451,52,10,Health_NXNTWB,Clinic,8
1452,58,11,Health_MQDNUD,Health Centre,13
1453,68,11,Health_CMFJYW,Dispensary,11
1454,221,32,Health_ZWDSGP,Sub-county Hospital,7
1455,24,4,Health_OFSSXP,County Hospital,9
1456,4,1,Health_QIVHLF,Dispensary,10
1457,169,26,Health_GZJAWW,Clinic,8
1458,11,2,Health_FMJLPT,County Hospital,6
1459,61,11,Health_GUZNPZ,County Hospital,7
1460,77,13,Health_DCSJIZ,Dispensary,4
1461,25,4,Health_ISZJFR,Clinic,15
1462,183,28,Health_GWZYUW,Sub-county Hospital,14
1463,220,32,Health_GOZHHT,County Hospital,8
1464,109,17,Health_XWGWZQ,Dispensary,12
1465,217,31,Health_VPBQAS,Clinic,5
1466,189,29,Health_DOHULG,Health Centre,12
1467,87,13,Health_FAAHBZ,Health Centre,12
1468,264,42,Health_VDYZDF,County Hospital,9
1469,266,42,Health_DNYDLC,County Hospital,12
1470,140,21,Health_FPFTUX,Health Centre,5
1471,4,1,Health_LWOPUR,Dispensary,8
1472,243,37,Health_DWXSAE,County Hospital,7
1473,239,36,Health_VYHOMT,Dispensary,6
1474,232,34,Health_HBJRSS,Clinic,7
1475,283,46,Health_ORZVAB,Clinic,11
1476,241,36,Health_TVUTBG,County Hospital,14
1477,64,11,Health_XHCAJC,Clinic,11
1478,73,12,Health_IUYBGM,Dispensary,9
1479,232,34,Health_ELSMNC,Health Centre,9
1480,202,30,Health_BJDYVZ,Health Centre,9
1481,237,35,Health_MTSOBJ,Clinic,9
1482,229,34,Health_KUVMCC,County Hospital,6
1483,113,17,Health_JJUDZE,Clinic,7
1484,138,20,Health_CXZKGY,Sub-county Hospital,7
1485,90,14,Health_QUVESI,County Hospital,16
1486,28,5,Health_XKSETI,Dispensary,9
1487,26,4,Health_HOKQOU,Health Centre,6
1488,217,31,Health_TGNLTJ,Clinic,9
1489,101,16,Health_ELFQAH,Clinic,11
1490,150,23,Health_YFREDH,County Hospital,10
1491,121,18,Health_GTLOAF,Health Centre,6
1492,115,18,Health_CZPFRB,Sub-county Hospital,12
1493,18,3,Health_UEHVIJ,Clinic,6
1494,70,12,Health_IOJEER,County Hospital,9
1495,226,33,Health_RHQWAY,Sub-county Hospital,8
1496,77,13,Health_NYNZSG,County Hospital,8
1497,104,16,Health_SWSWCB,County Hospital,7
1498,247,38,Health_XCHSRV,Dispensary,8
1499,8,2,Health_ADOFKR,Clinic,10
1500,98,15,Health_CMNAHP,Dispensary,11
1501,197,30,Health_LOMLSX,County Hospital,6
1502,22,4,Health_KQHMZM,Clinic,10
1503,270,43,Health_CAIBEA,Sub-county Hospital,8
1504,192,30,Health_PAJPJW,Dispensary,12
1505,162,25,Health_EOHLIM,Sub-county Hospital,11
1506,99,15,Health_QFLBHI,Dispensary,12
1507,67,11,Health_XNWFKH,County Hospital,6
1508,221,32,Health_NZLMGU,Clinic,4
1509,240,36,Health_KGMCRW,County Hospital,10
1510,102,16,Health_DDVDNO,County Hospital,10
1511,264,42,Health_XWSIOA,Health Centre,11
1512,20,3,Health_SXFMYP,Clinic,15
1513,265,42,Health_ZNNJMK,Clinic,7
1514,237,35,Health_BXGURJ,Dispensary,7
1515,289,47,Health_JMDVZS,Health Centre,6
1516,63,11,Health_RGGIHJ,Clinic,10
1517,59,11,Health_PAIABZ,Sub-county Hospital,8
1518,78,13,Health_BODOUH,Dispensary,13
1519,239,36,Health_NFXKXY,Clinic,6
1520,287,47,Health_CRUAJW,Clinic,14
1521,49,9,Health_CYLRYY,Clinic,8
1522,204,30,Health_XEFJJJ,Health Centre,10
1523,251,38,Health_ODZREB,Health Centre,9
1524,218,32,Health_YVHLMO,Health Centre,8
1525,236,35,Health_UZIAYA,Clinic,9
1526,263,42,Health_LLHQIQ,County Hospital,9
1527,131,19,Health_SPIKHT,County Hospital,10
1528,283,46,Health_IOIXAJ,Health Centre,8
1529,286,46,Health_BIZTBJ,Health Centre,12
1530,197,30,Health_OZVGPL,Sub-county Hospital,12
1531,153,23,Health_SPMYTL,County Hospital,17
1532,206,30,Health_ZPIHEL,Sub-county Hospital,12
1533,158,24,Health_XZPDTP,Dispensary,15
1534,107,16,Health_ORCWYL,Sub-county Hospital,11
1535,47,8,Health_WBMGQJ,Dispensary,10
1536,252,39,Health_GXABHL,Clinic,14
1537,225,33,Health_HTQLOO,Clinic,9
1538,90,14,Health_CZJKZS,Health Centre,15
1539,259,41,Health_VLFUMX,Sub-county Hospital,14
1540,256,40,Health_KQCBDN,Health Centre,10
1541,50,9,Health_IBOTFH,Dispensary,8
1542,194,30,Health_LUSHHU,Sub-county Hospital,8
1543,46,8,Health_GHMLXS,Sub-county Hospital,7
1544,230,34,Health_COCRDU,County Hospital,8
1545,236,35,Health_XGNROO,County Hospital,9
1546,92,14,Health_YQFVOP,Clinic,15
1547,180,28,Health_AEMTUS,Sub-county Hospital,7
1548,60,11,Health_VXLHGK,Health Centre,8
1549,114,17,Health_TDFWHA,Sub-county Hospital,6
1550,138,20,Health_PXTUJQ,Health Centre,8
1551,20,3,Health_KEQMOD,Health Centre,8
1552,290,47,Health_ZMSXQS,County Hospital,12
1553,241,36,Health_VVLVHD,Health Centre,5
1554,120,18,Health_IOQITA,Clinic,9
1555,230,34,Health_MFKMRS,County Hospital,3
1556,147,22,Health_WMCPAI,Dispensary,15
1557,174,27,Health_FAIFFJ,Dispensary,9
1558,209,31,Health_QDUTHV,County Hospital,7
1559,101,16,Health_UIUOLH,Health Centre,9
1560,90,14,Health_YZJZKA,Dispensary,10
1561,76,13,Health_XELRNU,Dispensary,9
1562,169,26,Health_CYDXAB,Clinic,11
1563,63,11,Health_BNEMTW,Clinic,11
1564,104,16,Health_NEVUXX,County Hospital,8
1565,2,1,Health_XFZYWZ,Sub-county Hospital,10
1566,273,44,Health_OFNPTK,Health Centre,4
1567,98,15,Health_FTZFKZ,Dispensary,10
1568,261,41,Health_MDPZKX,Clinic,6
1569,130,19,Health_KSXQHK,Clinic,9
1570,207,30,Health_SWYYWW,Clinic,9
1571,271,43,Health_EHTUWB,County Hospital,16
1572,180,28,Health_GBULMU,County Hospital,10
1573,104,16,Health_XHGQHV,Sub-county Hospital,13
1574,270,43,Health_PWEECH,Dispensary,4
1575,68,11,Health_BFOUOL,Dispensary,4
1576,235,35,Health_ZYOZRF,Dispensary,9
1577,53,10,Health_LIOTVH,Sub-county Hospital,6
1578,115,18,Health_WWVGCJ,Dispensary,10
1579,200,30,Health_MIELXL,Health Centre,7
1580,60,11,Health_KGOVYR,Dispensary,10
1581,29,5,Health_EDIUFH,Dispensary,11
1582,127,18,Health_ODYGPH,Dispensary,6
1583,119,18,Health_FZDSWY,Health Centre,9
1584,272,43,Health_NNIHFX,County Hospital,15
1585,154,24,Health_PLXVKX,Dispensary,5
1586,109,17,Health_TSOVRW,Sub-county Hospital,11
1587,157,24,Health_LRDNJY,Sub-county Hospital,16
1588,18,3,Health_RHMTRQ,Dispensary,11
1589,132,19,Health_BNUBSD,Dispensary,7
1590,8,2,Health_OSQTKE,County Hospital,10
1591,73,12,Health_ANYPLA,County Hospital,11
1592,198,30,Health_XCFMVJ,Sub-county Hospital,10
1593,153,23,Health_PQNEWB,Health Centre,12
1594,42,8,Health_PEHIYG,Health Centre,10
1595,84,13,Health_ULZTIN,County Hospital,12
1596,227,33,Health_TAWSEO,Sub-county Hospital,9
1597,201,30,Health_XUBSVQ,Sub-county Hospital,8
1598,155,24,Health_KMEFIU,County Hospital,12
1599,23,4,Health_FYEOTZ,Dispensary,9
1600,138,20,Health_WIGBSV,Clinic,12
1601,6,1,Health_PYLHVP,Sub-county Hospital,9
1602,189,29,Health_EXZSCB,Clinic,9
1603,45,8,Health_DSBXFT,County Hospital,11
1604,84,13,Health_LFTPVY,Clinic,10
1605,171,26,Health_YEUKDG,Health Centre,17
1606,77,13,Health_FSRTBU,Clinic,5
1607,74,12,Health_BALHDE,Clinic,7
1608,47,8,Health_DLKSBZ,Sub-county Hospital,10
1609,248,38,Health_SWBTAJ,Dispensary,15
1610,195,30,Health_SSIKQZ,Dispensary,10
1611,66,11,Health_CDYPJO,Sub-county Hospital,13
1612,252,39,Health_MMVSMH,Sub-county Hospital,9
1613,99,15,Health_NOFNST,County Hospital,7
1614,9,2,Health_DXNQAH,Health Centre,5
1615,12,3,Health_VFDVUI,County Hospital,8
1616,31,6,Health_LOICPE,Dispensary,4
1617,133,19,Health_FEVXNJ,Clinic,7
1618,62,11,Health_LBCHZN,County Hospital,11
1619,63,11,Health_EPOGMU,Health Centre,4
1620,283,46,Health_UWIFYE,Health Centre,13
1621,59,11,Health_SODGAZ,Dispensary,18
1622,12,3,Health_ZINVPU,Health Centre,8
1623,225,33,Health_BGRYUP,County Hospital,9
1624,114,17,Health_EYYDCF,Clinic,7
1625,22,4,Health_DITWQW,Health Centre,14
1626,16,3,Health_XIBKME,Dispensary,6
1627,158,24,Health_BSQNDS,Sub-county Hospital,12
1628,292,47,Health_BVEWCL,Clinic,5
1629,130,19,Health_FNCHZI,Clinic,16
1630,69,11,Health_JEIQVY,Health Centre,15
1631,74,12,Health_MZNZNF,Dispensary,10
1632,62,11,Health_SPKCLF,Dispensary,5
1633,94,14,Health_GEPNGS,Clinic,5
1634,24,4,Health_BYMSUF,Clinic,10
1635,202,30,Health_QUNRNU,County Hospital,14
1636,156,24,Health_MMUTNT,Sub-county Hospital,11
1637,100,16,Health_JPPTEA,Dispensary,9
1638,243,37,Health_EUYHTF,County Hospital,13
1639,280,45,Health_PQUHMJ,Dispensary,11
1640,197,30,Health_IZIYDG,Clinic,9
1641,55,10,Health_MRZNPN,Health Centre,9
1642,206,30,Health_JBZYOW,Sub-county Hospital,9
1643,4,1,Health_BKKUSP,County Hospital,13
1644,203,30,Health_EIXZBM,Health Centre,8
1645,112,17,Health_ABZONC,Health Centre,10
1646,76,13,Health_VQOMAP,Clinic,5
1647,82,13,Health_FWUEQU,Dispensary,7
1648,259,41,Health_WQVADJ,Health Centre,9
1649,137,20,Health_NAMNNQ,Sub-county Hospital,7
1650,30,5,Health_MNGRDF,Clinic,14
1651,224,33,Health_IMDSBA,Sub-county Hospital,12
1652,8,2,Health_TVQYQZ,Sub-county Hospital,15
1653,225,33,Health_MDJURZ,County Hospital,10
1654,200,30,Health_XMPJRL,Sub-county Hospital,8
1655,152,23,Health_LXTMYI,Health Centre,13
1656,78,13,Health_VPBZUZ,Clinic,5
1657,90,14,Health_GMJZYJ,Health Centre,5
1658,265,42,Health_YJXZSQ,Sub-county Hospital,9
1659,31,6,Health_LDHQLP,Clinic,8
1660,236,35,Health_FXNNIF,Clinic,13
1661,73,12,Health_SDQFZE,Health Centre,4
1662,82,13,Health_HWASHN,Clinic,11
1663,124,18,Health_EQSWZP,County Hospital,11
1664,104,16,Health_OCPWSA,Health Centre,13
1665,205,30,Health_YZDARS,County Hospital,8
1666,173,27,Health_EFZBRD,County Hospital,11
1667,108,17,Health_IOOBUZ,Sub-county Hospital,7
1668,228,33,Health_AUDQYV,County Hospital,12
1669,206,30,Health_WWTJLH,Health Centre,8
1670,77,13,Health_WZSFTJ,Health Centre,12
1671,29,5,Health_AJXKXK,Sub-county Hospital,9
1672,32,6,Health_ANFSKE,Clinic,10
1673,270,43,Health_FSDDGK,County Hospital,5
1674,3,1,Health_JOSHXD,Clinic,8
1675,44,8,Health_CDUJNB,Sub-county Hospital,11
1676,1,1,Health_LQIQVC,Health Centre,10
1677,252,39,Health_GGGXVQ,Sub-county Hospital,5
1678,112,17,Health_XOSXEF,Health Centre,16
1679,96,15,Health_PJFUBY,Sub-county Hospital,9
1680,274,44,Health_YNGFBE,Sub-county Hospital,14
1681,224,33,Health_MCLHQJ,County Hospital,11
1682,195,30,Health_IJBPST,Dispensary,11
1683,281,45,Health_SBNBQA,Sub-county Hospital,10
1684,70,12,Health_YUYPLH,Health Centre,9
1685,224,33,Health_VPZHBO,County Hospital,9
1686,252,39,Health_CXCPRP,County Hospital,6
1687,88,14,Health_KDKLIT,Clinic,11
1688,157,24,Health_TCVUFB,Clinic,9
1689,215,31,Health_GZHCPY,Dispensary,8
1690,132,19,Health_SOZVGL,Clinic,9
1691,258,40,Health_XSUBUP,County Hospital,10
1692,123,18,Health_SHOSIG,Sub-county Hospital,6
1693,217,31,Health_JIEDJL,County Hospital,11
1694,122,18,Health_XBJFEW,Dispensary,6
1695,67,11,Health_IMTZZA,Health Centre,12
1696,80,13,Health_SVRYPT,Dispensary,6
1697,227,33,Health_IEHQPL,Sub-county Hospital,10
1698,174,27,Health_GPGDEU,Clinic,10
1699,170,26,Health_DWNRMD,Sub-county Hospital,8
1700,126,18,Health_FZFIZL,Sub-county Hospital,11
1701,57,11,Health_JMQLAF,Dispensary,12
1702,114,17,Health_QJOFQL,Health Centre,8
1703,199,30,Health_BXHJXS,County Hospital,11
1704,157,24,Health_MSAMOW,Sub-county Hospital,12
1705,241,36,Health_ESQYUL,Sub-county Hospital,9
1706,12,3,Health_NDGVPY,County Hospital,12
1707,200,30,Health_MTXAKI,Sub-county Hospital,8
1708,260,41,Health_CRCYRJ,Health Centre,20
1709,206,30,Health_MFCCDE,Dispensary,13
1710,231,34,Health_QKXYYG,Dispensary,13
1711,5,1,Health_ITPLQN,Dispensary,10
1712,278,45,Health_BQIKIS,Health Centre,13
1713,33,6,Health_UBONAX,Dispensary,10
1714,237,35,Health_JYKJIU,Dispensary,7
1715,204,30,Health_OAVVET,Clinic,10
1716,34,6,Health_NGIGHW,Health Centre,7
1717,69,11,Health_PAJZOW,Dispensary,18
1718,43,8,Health_NRXJZO,Clinic,10
1719,235,35,Health_MOPPIP,Dispensary,9
1720,32,6,Health_FDSAIC,Sub-county Hospital,20
1721,291,47,Health_PBEDBX,Health Centre,10
1722,188,29,Health_MRYKRR,Sub-county Hospital,9
1723,22,4,Health_EXXNVS,Sub-county Hospital,4
1724,274,44,Health_WHBTFU,Health Centre,11
1725,143,22,Health_TVNMIW,County Hospital,12
1726,96,15,Health_UZXTPP,Health Centre,12
1727,122,18,Health_QSCHPL,Dispensary,12
1728,206,30,Health_WGRIBK,County Hospital,13
1729,262,42,Health_UTWSWO,Health Centre,16
1730,226,33,Health_TWGZKB,Health Centre,9
1731,89,14,Health_GQSDOH,Clinic,8
1732,185,29,Health_ZFCXVU,Clinic,12
1733,153,23,Health_KDZYDO,Health Centre,5
1734,160,25,Health_ZMVBLJ,Clinic,12
1735,236,35,Health_INIRMW,Dispensary,8
1736,60,11,Health_RFOMGP,Sub-county Hospital,10
1737,121,18,Health_SBGPEZ,Dispensary,11
1738,57,11,Health_NZZERV,Clinic,13
1739,113,17,Health_DNZPRY,County Hospital,10
1740,138,20,Health_JCSWMF,County Hospital,6
1741,159,24,Health_UKFBQP,Clinic,3
1742,107,16,Health_YNXBDP,Clinic,14
1743,281,45,Health_FJDSYL,Sub-county Hospital,7
1744,118,18,Health_JPNQTA,Health Centre,8
1745,208,31,Health_HHFHFU,County Hospital,4
1746,232,34,Health_WFQXCS,Dispensary,10
1747,6,1,Health_PDTVFR,Clinic,8
1748,282,46,Health_YPEELO,County Hospital,12
1749,184,28,Health_YDZZMG,Clinic,16
1750,175,27,Health_QGMHDI,Health Centre,11
1751,3,1,Health_YXGXQB,Sub-county Hospital,4
1752,209,31,Health_NKJBYX,Clinic,15
1753,265,42,Health_OSYKSM,Sub-county Hospital,9
1754,80,13,Health_WJEPVT,Clinic,9
1755,18,3,Health_YBWWUC,Health Centre,11
1756,206,30,Health_KFZNCH,Health Centre,12
1757,50,9,Health_URWFVT,Clinic,8
1758,189,29,Health_EEADXQ,County Hospital,8
1759,69,11,Health_XUWPSP,Clinic,11
1760,179,27,Health_RUHYOR,Sub-county Hospital,14
1761,159,24,Health_JUZVAM,County Hospital,9
1762,29,5,Health_CTHSOV,County Hospital,15
1763,146,22,Health_WAOWCK,Health Centre,11
1764,32,6,Health_NVBTBQ,Health Centre,14
1765,113,17,Health_FVGUHS,Sub-county Hospital,6
1766,193,30,Health_FXESJM,Dispensary,9
1767,129,18,Health_CQSYUM,Health Centre,7
1768,84,13,Health_ABMRWP,County Hospital,10
1769,23,4,Health_SPODLX,Dispensary,9
1770,10,2,Health_IHCVTR,County Hospital,16
1771,286,46,Health_HYQCRU,Health Centre,13
1772,274,44,Health_YQKLLV,Dispensary,12
1773,17,3,Health_SFXXTV,Dispensary,13
1774,208,31,Health_EKOEJE,Clinic,10
1775,13,3,Health_MWKJUU,County Hospital,12
1776,258,40,Health_JGZZLK,Health Centre,7
1777,94,14,Health_QYVSQY,County Hospital,9
1778,57,11,Health_QBOSIQ,Sub-county Hospital,7
1779,124,18,Health_YHUJIT,Dispensary,5
1780,99,15,Health_LPANOH,Clinic,9
1781,100,16,Health_GJROPA,Clinic,15
1782,281,45,Health_ZFCJDI,County Hospital,10
1783,42,8,Health_WLAXVQ,Sub-county Hospital,13
1784,244,37,Health_KJGEQA,Dispensary,16
1785,30,5,Health_HUAWGD,Sub-county Hospital,5
1786,35,7,Health_YYBSBA,Clinic,8
1787,151,23,Health_CTCMPL,Clinic,18
1788,20,3,Health_SKKXMM,Clinic,11
1789,273,44,Health_WZFVML,Clinic,8
1790,186,29,Health_DCLQZL,Health Centre,11
1791,270,43,Health_NKJPVX,Dispensary,14
1792,233,35,Health_VOHAUQ,County Hospital,7
1793,41,8,Health_QJYKDN,Health Centre,9
1794,145,22,Health_XWPCLN,Health Centre,10
1795,272,43,Health_ZSXJMJ,County Hospital,8
1796,129,18,Health_ZFECKE,Clinic,9
1797,143,22,Health_QCWEDI,Clinic,9
1798,46,8,Health_RYKKSK,County Hospital,5
1799,173,27,Health_BBLTJH,Health Centre,2
1800,217,31,Health_XMBGMS,County Hospital,13
1801,282,46,Health_KKMBLU,Sub-county Hospital,11
1802,153,23,Health_NUJTQK,County Hospital,7
1803,277,45,Health_GUDWCR,Clinic,13
1804,3,1,Health_RVSGRJ,Sub-county Hospital,5
1805,273,44,Health_TCKPKF,Sub-county Hospital,13
1806,278,45,Health_XLXWZE,Clinic,11
1807,33,6,Health_EHCGXL,County Hospital,14
1808,170,26,Health_YAMWTW,Clinic,14
1809,113,17,Health_FHQDHR,County Hospital,11
1810,200,30,Health_OBOBEC,Dispensary,5
1811,59,11,Health_LFNSIE,Sub-county Hospital,8
1812,183,28,Health_PBEBLD,Health Centre,10
1813,261,41,Health_ZQKEDX,County Hospital,8
1814,175,27,Health_IQJMDH,Health Centre,12
1815,69,11,Health_MBUBPY,Clinic,4
1816,175,27,Health_LBRPRO,Sub-county Hospital,14
1817,232,34,Health_UVGDGH,Sub-county Hospital,10
1818,84,13,Health_KUAXNP,Dispensary,15
1819,126,18,Health_EBJCAA,Clinic,11
1820,232,34,Health_UMKTMQ,Health Centre,8
1821,144,22,Health_UEMVQX,Sub-county Hospital,13
1822,149,23,Health_OQFFFL,County Hospital,11
1823,223,33,Health_SLZSAN,County Hospital,7
1824,19,3,Health_CYEJQC,Dispensary,15
1825,101,16,Health_PRAENA,Dispensary,8
1826,218,32,Health_RWMCNY,Dispensary,12
1827,148,23,Health_ASYLKJ,Dispensary,10
1828,115,18,Health_ZBULVC,Sub-county Hospital,6
1829,202,30,Health_QMGRWC,Dispensary,9
1830,53,10,Health_JQCIFU,Sub-county Hospital,9
1831,208,31,Health_MSIVQU,County Hospital,6
1832,91,14,Health_LCHYHR,Clinic,13
1833,54,10,Health_EVNNJJ,Sub-county Hospital,10
1834,46,8,Health_DZZMUL,Clinic,3
1835,149,23,Health_PHNBFJ,Health Centre,14
1836,257,40,Health_HEDYOP,Health Centre,9
1837,80,13,Health_FAMOVT,Clinic,10
1838,6,1,Health_KVQUNT,Dispensary,10
1839,152,23,Health_ZHOUOJ,Clinic,14
1840,278,45,Health_CHOVIJ,Clinic,9
1841,173,27,Health_SFOLCX,Sub-county Hospital,9
1842,290,47,Health_WVLGGM,Clinic,13
1843,182,28,Health_RCVTJC,County Hospital,9
1844,292,47,Health_WISABC,Clinic,10
1845,272,43,Health_OPLTEA,Health Centre,7
1846,88,14,Health_MRJWLZ,Health Centre,13
1847,188,29,Health_JTVGFR,County Hospital,10
1848,235,35,Health_KGYEMT,Health Centre,4
1849,214,31,Health_EVSQLM,Health Centre,11
1850,260,41,Health_TWEMXG,Clinic,10
