school_id,subcounty_id,county_id,school_name,level,enrolment
1183,109,17,School_SQBKAH,Primary & Secondary,585
1184,134,20,School_UNXLGZ,TVET,1444
1185,211,31,School_RFGIKF,Secondary,80
1186,207,30,School_UEBAKW,TVET,380
1187,58,11,School_SNXENN,Primary,517
1188,83,13,School_BWDCTH,Primary,181
1189,156,24,School_PLBIVK,Primary & Secondary,1061
1190,11,2,School_VZVLHR,Primary,483
1191,91,14,School_MQLSJU,Secondary,668
1192,176,27,School_TOWMIR,Primary,478
1193,237,35,School_PZUIXU,Primary,517
1194,257,40,School_RHWPOP,Secondary,67
1195,33,6,School_LKEZVL,TVET,846
1196,134,20,School_TADMQQ,Primary,381
1197,106,16,School_WRJPSH,Primary,540
1198,104,16,School_UBMVGR,TVET,1031
1199,52,10,School_PPIZZV,TVET,1053
1200,278,45,School_YMIKAY,Primary & Secondary,1282
1201,72,12,School_SDZPIK,TVET,20
1202,81,13,School_NKIINV,TVET,490
1203,82,13,School_RVVKSP,Primary & Secondary,457
1204,121,18,School_GKUBPP,Primary & Secondary,751
1205,52,10,School_KWKHTM,Primary & Secondary,654
1206,280,45,School_JIBDXK,Primary,201
1207,57,11,School_CBYEYX,TVET,411
1208,265,42,School_TMSWQQ,TVET,288
1209,71,12,School_DUHOXA,Secondary,308
1210,208,31,School_DXXOGE,Primary,594
1211,183,28,School_JTRMTZ,Primary & Secondary,265
1212,233,35,School_PLQTOP,TVET,1150
1213,112,17,School_YVBBBT,Secondary,639
1214,251,38,School_PMKZMX,Secondary,361
1215,6,1,School_ATRUWB,TVET,535
1216,84,13,School_TTEOSW,Secondary,341
1217,212,31,School_QMMJTV,TVET,143
1218,11,2,School_ZCQGFT,TVET,394
1219,7,2,School_TBJKSF,Primary & Secondary,106
1220,94,14,School_DNLSIH,Secondary,345
1221,115,18,School_NFWEZN,Primary,20
1222,27,5,School_XTEBFN,Primary,971
1223,276,44,School_IIUNXX,Primary & Secondary,150
1224,245,37,School_HEOXMQ,Primary & Secondary,105
1225,263,42,School_NMQBIS,Primary,337
1226,204,30,School_MPFHWH,TVET,209
1227,188,29,School_YTKODO,TVET,996
1228,62,11,School_KZKLDR,Secondary,166
1229,71,12,School_YCUYBF,Secondary,633
1230,87,13,School_UHBVON,Secondary,591
1231,211,31,School_PKDBQN,Primary & Secondary,927
1232,231,34,School_AFUEBG,Primary,574
1233,123,18,School_GXAVXD,Primary,517
1234,25,4,School_VMJRCN,TVET,967
1235,36,7,School_RLZFKD,Secondary,349
1236,180,28,School_FRFWDN,Primary & Secondary,487
1237,192,30,School_LEISJY,Secondary,256
1238,65,11,School_OPSGLV,Primary & Secondary,643
1239,285,46,School_HGYJZH,Secondary,874
1240,157,24,School_ARWRRZ,Primary,225
1241,85,13,School_KFSDXJ,Primary & Secondary,921
1242,122,18,School_ACCRWY,TVET,616
1243,5,1,School_JWXHJH,TVET,606
1244,61,11,School_SRWVLR,Secondary,20
1245,130,19,School_JSJIJD,Primary,775
1246,76,13,School_JQVNJD,TVET,581
1247,9,2,School_BMEVPC,Primary,258
1248,20,3,School_TZOGHE,TVET,103
1249,79,13,School_RYXBET,Primary,1314
1250,35,7,School_IAYBAQ,TVET,191
1251,149,23,School_VTUYQU,TVET,752
1252,223,33,School_LMPZHR,Secondary,531
1253,53,10,School_RYZPCG,TVET,370
1254,180,28,School_EMVSIT,TVET,662
1255,103,16,School_SHOQHT,Primary & Secondary,342
1256,101,16,School_JZCAOS,TVET,300
1257,183,28,School_CNFKNP,TVET,111
1258,80,13,School_RALMFT,Secondary,503
1259,208,31,School_DIXBIV,Primary & Secondary,20
1260,84,13,School_HEAWHZ,Secondary,261
1261,179,27,School_QBFZHD,Primary & Secondary,829
1262,284,46,School_RCGVGR,Primary & Secondary,426
1263,31,6,School_KCTJJT,Secondary,221
1264,16,3,School_TPSJZC,TVET,175
1265,225,33,School_EMJDJC,Primary,755
1266,67,11,School_LQGUJB,Primary,229
1267,271,43,School_JMPQSO,TVET,404
1268,276,44,School_OKOTFF,Primary & Secondary,497
1269,100,16,School_HWHZKF,TVET,466
1270,268,43,School_QVDESV,TVET,861
1271,205,30,School_CEUUUV,Primary,76
1272,184,28,School_GKBBKE,Primary,786
1273,151,23,School_NGAFFD,TVET,68
1274,172,26,School_LUFIYB,Secondary,233
1275,52,10,School_ETIDMW,Secondary,720
1276,135,20,School_EJLLFC,Secondary,341
1277,16,3,School_DDAKUD,TVET,633
1278,204,30,School_NUOXJP,Primary,804
1279,69,11,School_ZLUCAU,Primary & Secondary,628
1280,37,7,School_EHTVJB,Secondary,377
1281,286,46,School_IOWFVP,Primary & Secondary,571
1282,153,23,School_TVGAGS,Primary & Secondary,1274
1283,143,22,School_FROFKU,Primary & Secondary,20
1284,117,18,School_FDEZZV,Secondary,235
1285,104,16,School_EPCUGG,Primary,20
1286,247,38,School_MNSUKA,Primary & Secondary,977
1287,112,17,School_JHEKYK,Primary & Secondary,745
1288,50,9,School_XDLRCE,TVET,545
1289,281,45,School_KCZRDV,Secondary,319
1290,220,32,School_OKKREW,Secondary,408
1291,177,27,School_IVJAZQ,TVET,300
1292,66,11,School_APTBAQ,Secondary,467
1293,256,40,School_TFKTFV,Primary,20
1294,108,17,School_OXPHBQ,Primary,559
1295,9,2,School_PVLXFU,Secondary,627
1296,200,30,School_KRNFKK,Secondary,138
1297,224,33,School_JNUFQU,Secondary,573
1298,76,13,School_BNHCZU,TVET,817
1299,79,13,School_XSEINS,Primary & Secondary,422
1300,219,32,School_SBMCNP,Secondary,20
1301,162,25,School_PWQKAR,Primary & Secondary,382
1302,24,4,School_DZONFN,Primary,583
1303,8,2,School_CRHCRT,Primary,477
1304,41,8,School_KQNUPH,Primary,710
1305,154,24,School_QEQEAC,Primary & Secondary,288
1306,273,44,School_ZLASYP,Secondary,96
1307,80,13,School_WKEQMG,TVET,950
1308,23,4,School_JURXNG,Primary & Secondary,888
1309,291,47,School_VEBZKA,TVET,20
1310,214,31,School_UOYHIH,Primary & Secondary,452
1311,135,20,School_WWYRXS,Secondary,90
1312,112,17,School_QSDQPV,Primary & Secondary,104
1313,169,26,School_WXZXYM,Secondary,369
1314,155,24,School_GDKXZM,TVET,363
1315,95,15,School_ECKIVZ,Primary,542
1316,236,35,School_DCLPWT,Primary & Secondary,88
1317,236,35,School_SYJQOD,TVET,20
1318,284,46,School_YAQCGC,Secondary,201
1319,240,36,School_DSHTTA,Primary & Secondary,911
1320,61,11,School_GWLUPA,Primary & Secondary,330
1321,8,2,School_DGWGYY,TVET,785
1322,171,26,School_AHZEBG,TVET,339
1323,156,24,School_FVOESY,Secondary,325
1324,43,8,School_UGYUBV,Primary & Secondary,20
1325,208,31,School_OYFGYN,Primary,244
1326,215,31,School_BUFVKR,Primary & Secondary,881
1327,215,31,School_GPIRAY,Primary,1031
1328,137,20,School_YDCEPO,Primary & Secondary,507
1329,105,16,School_JGHRNR,TVET,633
1330,221,32,School_DLYPUX,Primary,509
1331,84,13,School_RKRDLT,Secondary,459
1332,18,3,School_QUQZZM,TVET,521
1333,243,37,School_IPMUEU,Secondary,104
1334,200,30,School_NSMCXB,Primary,306
1335,63,11,School_DIRGEZ,Primary,268
1336,180,28,School_IZJFGH,Secondary,397
1337,79,13,School_IMYTTB,TVET,760
1338,283,46,School_XMKRFM,Secondary,635
1339,102,16,School_FPPUES,TVET,434
1340,71,12,School_VUNMUA,Primary & Secondary,956
1341,39,7,School_LOQIWK,Primary & Secondary,417
1342,79,13,School_NPHFEM,Primary & Secondary,597
1343,179,27,School_DKKSZY,TVET,473
1344,271,43,School_DIEWXC,Secondary,591
1345,57,11,School_URXRYM,Secondary,879
1346,212,31,School_KLWLFF,Primary & Secondary,534
1347,177,27,School_HOUKDO,Primary & Secondary,447
1348,277,45,School_FLPVGU,Secondary,543
1349,140,21,School_CNDSMK,Secondary,20
1350,187,29,School_XUYNJX,Primary & Secondary,333
1351,148,23,School_XNLEWP,Secondary,671
1352,258,40,School_WZJHPC,TVET,116
1353,134,20,School_AIWURQ,Secondary,20
1354,246,38,School_XCZXZD,Primary,451
1355,129,18,School_HSTIFK,TVET,20
1356,216,31,School_MLMMLY,Primary & Secondary,291
1357,246,38,School_YWSBVN,Primary,457
1358,97,15,School_GCMJRP,Secondary,363
1359,206,30,School_GVNLUP,Primary & Secondary,597
1360,31,6,School_FNKJWX,Primary,821
1361,127,18,School_DGWIIG,Secondary,1277
1362,127,18,School_XXWYFF,Secondary,600
1363,244,37,School_LSUFDG,Primary,536
1364,109,17,School_RSEKOP,Primary & Secondary,652
1365,140,21,School_LPLCQF,Secondary,401
1366,199,30,School_XWFEQT,Secondary,653
1367,37,7,School_TFSKBV,Primary & Secondary,20
1368,142,22,School_FEVTPO,TVET,626
1369,14,3,School_QRYULZ,Primary,778
1370,30,5,School_EDXBBE,Secondary,20
1371,183,28,School_XXNEQO,Primary & Secondary,929
1372,94,14,School_WCPAQK,TVET,613
1373,281,45,School_UIWKLE,Primary & Secondary,331
1374,266,42,School_JUSPTR,TVET,428
1375,216,31,School_BQKNOW,TVET,1313
1376,247,38,School_VZZWJU,TVET,81
1377,82,13,School_NDPJNW,TVET,364
1378,110,17,School_PYHQBS,TVET,511
1379,204,30,School_USDIIO,Primary & Secondary,180
1380,279,45,School_HLENAO,Primary,893
1381,48,8,School_GSMTGT,Primary & Secondary,872
1382,287,47,School_QGGHTK,TVET,20
1383,283,46,School_WTVZFF,Primary,564
1384,240,36,School_UVCRKF,Primary,443
1385,213,31,School_DBBGKT,Primary & Secondary,458
1386,168,26,School_XCOYGW,Primary & Secondary,188
1387,178,27,School_LIDSSE,Primary & Secondary,285
1388,45,8,School_QRHXWD,Secondary,980
1389,22,4,School_DQFPPI,Primary & Secondary,779
1390,167,26,School_EJBOAI,TVET,664
1391,114,17,School_LAZWAT,Primary & Secondary,619
1392,43,8,School_GMRNIW,TVET,897
1393,239,36,School_CUZPON,Primary & Secondary,20
1394,10,2,School_OVKKXX,Primary & Secondary,202
1395,56,10,School_NVZOTX,TVET,396
1396,184,28,School_WVNIEM,Secondary,781
1397,178,27,School_SWFGMD,Secondary,354
1398,79,13,School_TSVDPD,TVET,450
1399,125,18,School_AIIBOR,Primary & Secondary,789
1400,270,43,School_ZTIENO,Secondary,371
1401,86,13,School_VTPYBG,Primary & Secondary,454
1402,41,8,School_BRMNGQ,TVET,298
1403,168,26,School_NFRUUF,TVET,213
1404,283,46,School_MFUHMY,TVET,971
1405,44,8,School_HBCQLD,Primary & Secondary,481
1406,117,18,School_YMSHTE,Primary,82
1407,195,30,School_CQEYDF,Primary & Secondary,802
1408,244,37,School_GXDKYS,TVET,636
1409,212,31,School_KEAIND,Primary & Secondary,346
1410,265,42,School_VWYHQO,Primary & Secondary,593
1411,185,29,School_JYNFDS,Secondary,700
1412,75,12,School_FKBDOX,Primary & Secondary,1023
1413,38,7,School_WIOUES,Secondary,434
1414,117,18,School_WKCJGB,Secondary,620
1415,188,29,School_VPCRUE,Secondary,69
1416,59,11,School_XYAEBT,Primary & Secondary,303
1417,246,38,School_JUGWSD,Primary,522
1418,2,1,School_HEIEGS,Secondary,293
1419,255,40,School_IFKUDS,Primary & Secondary,20
1420,56,10,School_LZTXWM,Secondary,746
1421,164,26,School_QWXJIO,TVET,436
1422,192,30,School_KXQOPO,Secondary,163
1423,206,30,School_DVKFJL,Primary & Secondary,237
1424,158,24,School_DVLXLA,Primary,130
1425,119,18,School_WNWRSW,Primary & Secondary,495
1426,180,28,School_CVRIKA,Primary & Secondary,1016
1427,34,6,School_TXDCWW,TVET,309
1428,238,36,School_RYRNFE,TVET,557
1429,83,13,School_IICWYR,Primary,892
1430,61,11,School_CHRKPH,Secondary,20
1431,81,13,School_LJRUSK,TVET,1131
1432,29,5,School_IJLQGI,TVET,254
1433,174,27,School_CILSUC,TVET,525
1434,264,42,School_PVNUNK,TVET,377
1435,144,22,School_POLHKM,TVET,20
1436,17,3,School_FCRIJZ,Secondary,708
1437,226,33,School_BVIEUF,Primary & Secondary,148
1438,79,13,School_SRCJNG,Secondary,671
1439,92,14,School_AHFMKF,Primary & Secondary,490
1440,166,26,School_SNZFET,Primary & Secondary,336
1441,185,29,School_MRONLS,Primary & Secondary,275
1442,18,3,School_YGATVF,TVET,906
1443,210,31,School_RWEHOW,Primary & Secondary,693
1444,173,27,School_WJZYGP,Primary & Secondary,327
1445,214,31,School_DMQVTK,Primary,578
1446,237,35,School_BMVOUN,Primary,660
1447,49,9,School_FDFACC,Secondary,264
1448,277,45,School_KZVEIX,Secondary,358
1449,152,23,School_ZUYMCK,Primary,444
1450,31,6,School_HAYTHA,Secondary,24
1451,109,17,School_KPQNID,TVET,530
1452,102,16,School_YMIYIZ,Primary & Secondary,374
1453,73,12,School_SUWURF,Secondary,489
1454,83,13,School_EEZQBX,TVET,377
1455,60,11,School_QISWEC,Primary & Secondary,514
1456,105,16,School_QOULRB,Primary & Secondary,593
1457,226,33,School_ADZDCL,Primary & Secondary,602
1458,32,6,School_FQINPC,Primary & Secondary,394
1459,238,36,School_VSPVWK,Primary & Secondary,275
1460,176,27,School_WQTHUR,Primary,699
1461,38,7,School_ULLGLA,Primary,857
1462,149,23,School_HVYSVX,Primary,607
1463,230,34,School_GFUNSB,Primary,573
1464,10,2,School_TOGUXW,Primary & Secondary,1022
1465,37,7,School_XXKYXI,Secondary,360
1466,119,18,School_TCTKEE,TVET,229
1467,216,31,School_ZJFETV,TVET,1016
1468,104,16,School_KAMVRR,Primary,205
1469,256,40,School_HTKKDV,Primary,633
1470,226,33,School_WSUHHR,TVET,927
1471,223,33,School_NVUPHH,Primary,805
1472,232,34,School_CRGDMQ,TVET,120
1473,2,1,School_YKUTDM,Primary,919
1474,286,46,School_VAZMGN,Primary & Secondary,508
1475,144,22,School_WGFSHU,Primary & Secondary,859
1476,62,11,School_ZPNBMH,Primary,583
1477,292,47,School_BPKCDR,TVET,240
1478,290,47,School_OJGERH,TVET,944
1479,16,3,School_IPUMCX,Secondary,656
1480,134,20,School_LVFBUA,Primary,20
1481,181,28,School_ZJSANN,Primary & Secondary,1210
1482,237,35,School_PCQMMQ,Primary,819
1483,231,34,School_PKUOYO,TVET,496
1484,57,11,School_NQPQJB,Primary & Secondary,605
1485,284,46,School_KLUAZX,Secondary,715
1486,107,16,School_SKMIVL,Primary & Secondary,710
1487,162,25,School_XOBZDJ,TVET,599
1488,153,23,School_EBUPNF,TVET,584
1489,262,42,School_AMPJOV,TVET,737
1490,140,21,School_GXAILN,Secondary,534
1491,50,9,School_JIJROQ,TVET,772
1492,94,14,School_HSJWQD,Primary,463
1493,4,1,School_GNQWMH,Primary & Secondary,706
1494,170,26,School_DDGOWB,Primary & Secondary,496
1495,289,47,School_SCBPKX,TVET,488
1496,46,8,School_KWHXMB,Secondary,238
1497,215,31,School_DJQLYF,Primary,132
1498,279,45,School_SMEAFP,Primary & Secondary,658
1499,173,27,School_LUQVFL,Primary,330
1500,173,27,School_JFEJSB,Secondary,684
1501,105,16,School_YZXURH,Primary & Secondary,20
1502,101,16,School_OOEKCJ,Primary & Secondary,489
1503,224,33,School_STZFRE,TVET,862
1504,127,18,School_OHUACI,Primary,278
1505,123,18,School_AEWAPP,Secondary,637
1506,262,42,School_RMTBID,Primary & Secondary,612
1507,83,13,School_TEDLUC,Primary & Secondary,954
1508,21,4,School_KVLQLM,Primary,172
1509,282,46,School_PLAGRR,Secondary,89
1510,225,33,School_TQXZPZ,Primary,629
1511,82,13,School_EVLIWU,TVET,440
1512,7,2,School_ZYPQKG,Primary & Secondary,978
1513,257,40,School_WNINWE,Secondary,765
1514,110,17,School_DUTJFR,TVET,590
1515,6,1,School_OPMFQQ,Primary,616
1516,106,16,School_KBNBUS,Primary & Secondary,517
1517,105,16,School_CCOBQS,Secondary,665
1518,107,16,School_SDHHJK,Secondary,535
1519,60,11,School_TEVJVS,TVET,414
1520,146,22,School_SRQSZZ,TVET,793
1521,5,1,School_YQBGUT,Primary & Secondary,634
1522,118,18,School_TLMRDL,Secondary,1415
1523,160,25,School_GCUXXI,Secondary,338
1524,284,46,School_WOAVUK,Secondary,606
1525,276,44,School_LOWDYZ,Primary & Secondary,365
1526,44,8,School_QRFCKQ,Primary,215
1527,21,4,School_UKPOEJ,TVET,331
1528,44,8,School_NYCQFQ,Primary & Secondary,815
1529,229,34,School_QSGHAC,TVET,1114
1530,253,39,School_TRTBCM,Primary & Secondary,691
1531,159,24,School_QRDOBX,Primary & Secondary,293
1532,116,18,School_MGUKID,Primary,456
1533,2,1,School_GXJPUZ,Secondary,795
1534,214,31,School_USQMVP,Primary & Secondary,546
1535,182,28,School_WPDNEI,TVET,201
1536,257,40,School_MLGXFQ,Primary,406
1537,165,26,School_CRLTDV,Secondary,194
1538,120,18,School_ARGPMZ,TVET,335
1539,40,7,School_RRFXXG,Primary & Secondary,226
1540,106,16,School_QMCIQY,Primary & Secondary,90
1541,121,18,School_LDHBGG,TVET,658
1542,257,40,School_OBHHFW,Primary,340
1543,76,13,School_SFMGBT,Primary & Secondary,540
1544,111,17,School_VTBAES,Primary,369
1545,55,10,School_AYCKHY,Primary,337
1546,71,12,School_UGLZME,Primary,641
1547,136,20,School_MATAIR,Primary,434
1548,96,15,School_YWQIAI,Primary & Secondary,1295
1549,68,11,School_JHBVWB,TVET,453
1550,288,47,School_UFJGEK,TVET,554
1551,112,17,School_ACKYVB,Secondary,634
1552,229,34,School_ALPMRR,Primary & Secondary,528
1553,8,2,School_YWUVCD,TVET,283
1554,59,11,School_ZMWXLV,Primary & Secondary,795
1555,226,33,School_COYWKU,Primary & Secondary,703
1556,33,6,School_LFKGPE,Primary & Secondary,195
1557,74,12,School_NJUHPI,Primary,607
1558,1,1,School_TTACOO,Primary & Secondary,720
1559,120,18,School_STHGOH,Primary,243
1560,151,23,School_DUNSSI,Primary,966
1561,102,16,School_NXSJOY,Primary,308
1562,276,44,School_NBUYWB,Primary & Secondary,20
1563,163,25,School_VJHWYB,Secondary,96
1564,7,2,School_OZTHLP,TVET,553
1565,167,26,School_VSTOFU,Primary,20
1566,1,1,School_NTGFHP,Primary & Secondary,473
1567,91,14,School_PTMNMD,Secondary,355
1568,233,35,School_SFLTCN,Primary,1116
1569,268,43,School_BZFWTA,TVET,725
1570,189,29,School_GCAVVU,Primary & Secondary,691
1571,152,23,School_MMOGIM,Secondary,899
1572,138,20,School_AHCJYV,Secondary,824
1573,288,47,School_ZBVYFC,Primary,444
1574,126,18,School_TRMRPE,Primary & Secondary,155
1575,35,7,School_AKOHBA,Primary,665
1576,233,35,School_RITDLA,Primary,495
1577,253,39,School_ELPFGK,Secondary,308
1578,206,30,School_CBDYQJ,Secondary,50
1579,247,38,School_FGKMJN,Primary & Secondary,182
1580,266,42,School_GLNEOS,Primary,403
1581,58,11,School_DUMMPC,Primary,556
1582,40,7,School_ONAMPS,Primary & Secondary,571
1583,179,27,School_NXIQOR,Secondary,860
1584,172,26,School_SWORNG,TVET,289
1585,125,18,School_PQAZUF,TVET,246
1586,120,18,School_UNYISP,TVET,950
1587,186,29,School_ZCYTZK,Secondary,1087
1588,169,26,School_UMBDRF,Primary & Secondary,307
1589,84,13,School_RRJZEB,Primary & Secondary,579
1590,93,14,School_WFPMND,Primary & Secondary,661
1591,169,26,School_QFGJEA,Primary & Secondary,349
1592,41,8,School_HXTVSB,TVET,70
1593,173,27,School_JYCJGY,TVET,591
1594,18,3,School_XNUEZP,Primary & Secondary,273
1595,222,32,School_XKAMLW,Secondary,212
1596,206,30,School_HTOTCE,Primary,795
1597,74,12,School_JZBIAD,Secondary,509
1598,27,5,School_YZIWMD,TVET,501
1599,101,16,School_LSVOUT,TVET,808
1600,203,30,School_OJKCNI,TVET,789
1601,146,22,School_BYSLRL,Primary & Secondary,628
1602,180,28,School_QERBHA,Secondary,205
1603,265,42,School_QAUDPB,Primary,512
1604,7,2,School_QICAAO,Secondary,391
1605,155,24,School_ROSJJQ,Secondary,954
1606,160,25,School_PQLDJA,TVET,507
1607,135,20,School_NOEIZS,Primary & Secondary,265
1608,215,31,School_ECHBTO,Primary & Secondary,58
1609,243,37,School_LUTUIV,Primary & Secondary,1048
1610,26,4,School_MBYIIQ,Primary,755
1611,25,4,School_FCZESW,TVET,242
1612,157,24,School_ZWMSDV,Primary & Secondary,584
1613,191,30,School_IKNQYE,Primary,1093
1614,260,41,School_LLPSFQ,Primary & Secondary,61
1615,277,45,School_GKTZOD,TVET,433
1616,94,14,School_BBBNEP,Primary,859
1617,82,13,School_SKOSWJ,TVET,518
1618,50,9,School_KGNBMP,Primary & Secondary,299
1619,193,30,School_VYCAZM,TVET,247
1620,212,31,School_WQQRRG,Secondary,554
1621,81,13,School_JXEIUB,TVET,366
1622,241,36,School_QVZGJB,Primary & Secondary,20
1623,277,45,School_EMBORP,Primary,678
1624,61,11,School_JVDCFK,Primary & Secondary,1005
1625,232,34,School_KECPMY,Primary & Secondary,444
1626,77,13,School_SHFBBC,TVET,572
1627,74,12,School_JPIDGZ,TVET,505
1628,144,22,School_HJFGHU,Primary,689
1629,91,14,School_QZAZNK,Primary & Secondary,375
1630,138,20,School_MZLCII,TVET,481
1631,243,37,School_QQCPWC,TVET,607
1632,14,3,School_CCIFHP,Primary,228
1633,227,33,School_ISNAEL,Primary & Secondary,928
1634,219,32,School_KSEQNM,Secondary,582
1635,224,33,School_KUDTWO,Primary & Secondary,467
1636,123,18,School_LNIGRM,Primary,657
1637,229,34,School_YLBKCB,Primary & Secondary,652
1638,166,26,School_QHYSOI,Primary,394
1639,204,30,School_UHZNJI,Primary & Secondary,23
1640,188,29,School_QEGLXC,Primary,556
1641,22,4,School_IWNNXK,Primary,1013
1642,4,1,School_NSCUUC,TVET,825
1643,3,1,School_YYPKNJ,TVET,265
1644,148,23,School_ZIMHXV,Secondary,650
1645,286,46,School_YBBRNV,TVET,509
1646,216,31,School_ZOCEGH,Primary & Secondary,624
1647,215,31,School_BHFNDP,Secondary,506
1648,38,7,School_VSBGAN,TVET,377
1649,274,44,School_TAXINU,TVET,20
1650,134,20,School_QUVGNX,TVET,80
1651,169,26,School_KKVVOZ,Primary,411
1652,43,8,School_DQKQJI,Primary & Secondary,1288
1653,252,39,School_GDWLDA,Primary & Secondary,353
1654,224,33,School_GADIFC,Primary & Secondary,755
1655,40,7,School_HHZTFS,Primary,1304
1656,206,30,School_YVCTGZ,Secondary,572
1657,237,35,School_DQZYCN,TVET,1060
1658,39,7,School_EVKPRW,TVET,20
1659,247,38,School_KNRDCQ,TVET,104
1660,121,18,School_XXZFMD,TVET,352
1661,139,21,School_FHTVTV,TVET,365
1662,3,1,School_RFGHKI,Primary,165
1663,44,8,School_LNMRSL,Primary,424
1664,231,34,School_OOBNEH,TVET,930
1665,161,25,School_VPSYPA,Primary & Secondary,70
1666,139,21,School_GMDHEC,TVET,521
1667,182,28,School_ZQWNBA,Primary,488
1668,68,11,School_NIMDNI,TVET,817
1669,75,12,School_TQTYKP,Primary & Secondary,486
1670,224,33,School_VAKCCZ,TVET,122
1671,30,5,School_ETAPTK,Primary,743
1672,165,26,School_GAAWSB,Secondary,1242
1673,62,11,School_ZOKCBS,Primary & Secondary,20
1674,158,24,School_EQWKZN,Primary & Secondary,760
1675,214,31,School_VBUEGH,Primary & Secondary,840
1676,148,23,School_BKJKQP,TVET,385
1677,36,7,School_QOYDXZ,TVET,234
1678,196,30,School_SCGBSM,TVET,855
1679,245,37,School_PTKAKG,Primary & Secondary,172
1680,25,4,School_BNVWTE,Secondary,707
1681,270,43,School_GHKWXL,TVET,559
1682,248,38,School_QJYGXR,Secondary,147
1683,74,12,School_NXRJVM,Primary & Secondary,351
1684,259,41,School_FTVTOH,TVET,1104
1685,172,26,School_WCVJNP,Primary & Secondary,383
1686,102,16,School_JLALQC,Primary,20
1687,48,8,School_OAEPKJ,Primary & Secondary,535
1688,174,27,School_SWRBHY,TVET,126
1689,40,7,School_VKUGJJ,Primary & Secondary,718
1690,172,26,School_ZNEIOC,Primary & Secondary,297
1691,261,41,School_HHRDLL,TVET,689
1692,38,7,School_KPMBUX,Primary,298
1693,153,23,School_HCVWSQ,Secondary,715
1694,137,20,School_FOVLPS,TVET,250
1695,275,44,School_XDZBYV,Secondary,447
1696,36,7,School_XOIDRJ,Primary,50
1697,229,34,School_ZMIKJC,Primary,837
1698,56,10,School_ZPTIZQ,Primary & Secondary,83
1699,195,30,School_OZMGXD,TVET,405
1700,58,11,School_ZGJUVF,TVET,740
1701,236,35,School_AZBKMC,Secondary,681
1702,148,23,School_NJSWLP,Secondary,510
1703,156,24,School_JUTSLF,Secondary,326
1704,4,1,School_VVEPAK,TVET,708
1705,43,8,School_YOXIRP,Primary,141
1706,66,11,School_LXFMMP,Primary,828
1707,16,3,School_MMLEMR,Primary & Secondary,1204
1708,174,27,School_GZAFWY,Primary & Secondary,242
1709,29,5,School_TSCGZT,Primary,340
1710,238,36,School_FIQNOB,Primary,713
1711,40,7,School_YIPNOY,Secondary,951
1712,282,46,School_YKHDID,Primary,714
1713,9,2,School_NSYCEH,Secondary,244
1714,89,14,School_FZLMYO,TVET,1056
1715,21,4,School_DXFULX,TVET,667
1716,87,13,School_DUVLHR,TVET,635
1717,47,8,School_QLFIZK,Secondary,478
1718,70,12,School_CYKIKD,Secondary,546
1719,122,18,School_GADHZR,TVET,926
1720,133,19,School_IIELBZ,Primary,107
1721,49,9,School_QWUOXM,TVET,504
1722,64,11,School_XDWVKF,Primary & Secondary,534
1723,275,44,School_ICAVWT,Primary,1204
1724,253,39,School_XCJJZQ,Secondary,528
1725,170,26,School_WIYRBB,TVET,408
1726,267,43,School_ZHHAHV,Secondary,169
1727,157,24,School_ILQSQG,Primary & Secondary,264
1728,128,18,School_MEPHHZ,Secondary,345
1729,199,30,School_GMDMZO,TVET,453
1730,228,33,School_REKWFH,Primary,1130
1731,175,27,School_YLLGTN,Primary & Secondary,713
1732,187,29,School_HRFAVK,TVET,650
1733,76,13,School_DXHMFK,TVET,219
1734,223,33,School_EPFPXC,Primary & Secondary,196
1735,225,33,School_WDZKAF,Primary,684
1736,197,30,School_LCNHAW,Primary & Secondary,804
1737,252,39,School_XHVRQZ,Primary,569
1738,201,30,School_KWEBMJ,TVET,899
1739,171,26,School_CVHJMS,Primary,494
1740,143,22,School_CPCOJH,TVET,524
1741,69,11,School_KJGYVS,Primary,593
1742,9,2,School_BQTIEW,TVET,132
1743,280,45,School_YJAIEL,TVET,232
1744,79,13,School_BLDWSD,Primary,276
1745,144,22,School_SEYNVC,Primary,20
1746,134,20,School_QSJXYO,Secondary,214
1747,145,22,School_FCYBAU,Primary,334
1748,166,26,School_ZPMLKU,TVET,1107
1749,186,29,School_XOLFTI,Secondary,648
1750,267,43,School_QIKLKC,TVET,643
1751,146,22,School_HSBOWN,TVET,908
1752,17,3,School_UQFOZE,Primary & Secondary,800
1753,110,17,School_UAOQRS,TVET,919
1754,28,5,School_GWHXHS,Secondary,928
1755,111,17,School_XLPTFP,Primary & Secondary,417
1756,11,2,School_QXHHUD,TVET,67
1757,8,2,School_JYJAUU,Secondary,512
1758,70,12,School_RZKMDU,Primary & Secondary,509
1759,197,30,School_ZNAPOT,Primary & Secondary,833
1760,254,39,School_NRYTCM,Primary & Secondary,490
1761,71,12,School_NIVRKR,Secondary,96
1762,280,45,School_ZZQEFP,Secondary,609
1763,65,11,School_HWWMXU,Primary & Secondary,514
1764,180,28,School_DETIRS,Primary,23
1765,288,47,School_SLZPKT,Primary,462
1766,176,27,School_IDIEHE,Primary & Secondary,157
1767,208,31,School_QMEVVG,Secondary,213
1768,38,7,School_NFKDPO,Secondary,408
1769,25,4,School_LCEPOA,Secondary,800
1770,63,11,School_YVZYLZ,Secondary,550
