project_id,county_id,project_name,project_type,start_year,completion_status
502,46,Infra_J30ICZ,Bridge,2019,Ongoing
503,11,Infra_6QY3CB,Hospital upgrade,2009,Planned
504,47,Infra_RXJUEL,Hospital upgrade,2005,Completed
505,12,Infra_QT6X8M,Bridge,2005,Planned
506,29,Infra_M0XR7Q,Road,2023,Planned
507,1,Infra_7F7F92,Water supply,2022,Ongoing
508,3,Infra_G5OVKC,Road,2016,Completed
509,12,Infra_UB5NYA,Hospital upgrade,2016,Planned
510,16,Infra_DWKYGP,Bridge,2012,Ongoing
511,13,Infra_HZND62,Water supply,2007,Ongoing
512,4,Infra_AVPAX2,Water supply,2011,Ongoing
513,38,Infra_N9JPYU,Water supply,2023,Planned
514,17,Infra_ZPZFYR,Electricity,2011,Ongoing
515,32,Infra_L9DD2N,Road,2009,Planned
516,24,Infra_ETLXPO,Electricity,2019,Ongoing
517,11,Infra_080KZ2,Electricity,2012,Planned
518,34,Infra_0A4SJA,Water supply,2009,Ongoing
519,46,Infra_WGC7HG,Hospital upgrade,2020,Planned
520,21,Infra_4B603N,Electricity,2018,Ongoing
521,27,Infra_1HTCYE,Hospital upgrade,2006,Planned
522,36,Infra_0SL2ON,Water supply,2024,Completed
523,42,Infra_S8ICSH,Road,2011,Ongoing
524,43,Infra_KPQX20,Road,2007,Completed
525,30,Infra_H0NI7Y,Hospital upgrade,2018,Ongoing
526,22,Infra_R8A3LR,School construction,2005,Planned
527,18,Infra_E9SGXJ,Electricity,2020,Completed
528,13,Infra_4N1HLK,Bridge,2020,Completed
529,44,Infra_BNO2LF,Electricity,2005,Completed
530,32,Infra_S9COZ9,School construction,2022,Planned
531,8,Infra_1SZ34O,Road,2013,Planned
532,25,Infra_2BFPXL,Bridge,2008,Ongoing
533,13,Infra_Q6UYM1,Bridge,2017,Ongoing
534,11,Infra_LM3UP8,Hospital upgrade,2020,Completed
535,30,Infra_LFMH7G,School construction,2016,Ongoing
536,3,Infra_FM8HNC,School construction,2011,Ongoing
537,35,Infra_AU7SY0,Bridge,2005,Planned
538,42,Infra_TOQQC6,Hospital upgrade,2022,Ongoing
539,18,Infra_XGULGT,Bridge,2010,Completed
540,43,Infra_K5MCY0,Road,2024,Completed
541,37,Infra_RICQDA,Water supply,2018,Planned
542,30,Infra_7CIRM6,Hospital upgrade,2016,Ongoing
543,31,Infra_LQFQQY,Water supply,2007,Ongoing
544,17,Infra_NS6TWO,School construction,2015,Planned
545,14,Infra_24OQMS,Electricity,2018,Completed
546,14,Infra_GOXBO3,School construction,2023,Completed
547,40,Infra_4TDACC,School construction,2013,Ongoing
548,1,Infra_AAMSGS,School construction,2016,Planned
549,9,Infra_43YEXK,School construction,2015,Planned
550,31,Infra_YOR5PB,Hospital upgrade,2020,Planned
551,13,Infra_G17IWC,School construction,2007,Completed
552,36,Infra_EO7CDX,Bridge,2017,Completed
553,26,Infra_9DISFB,School construction,2005,Completed
554,2,Infra_GBV4YI,School construction,2005,Ongoing
555,43,Infra_LN1OM2,Road,2020,Planned
556,26,Infra_N5VEO3,School construction,2018,Completed
557,22,Infra_BZVKQM,Hospital upgrade,2009,Planned
558,18,Infra_YTUOM6,Bridge,2020,Completed
559,12,Infra_BZRLH9,Bridge,2020,Planned
560,7,Infra_4REID3,Bridge,2015,Ongoing
561,31,Infra_BZDVRC,Bridge,2015,Completed
562,11,Infra_64EK18,Bridge,2018,Planned
563,13,Infra_9IKCR0,Bridge,2015,Completed
564,5,Infra_9UYOO4,Electricity,2013,Ongoing
565,17,Infra_SGWA1O,School construction,2022,Ongoing
566,2,Infra_BTL9CP,Bridge,2014,Ongoing
567,41,Infra_YEV0AS,Bridge,2010,Ongoing
568,1,Infra_G0YCYG,Hospital upgrade,2016,Completed
569,25,Infra_IZCIVS,Bridge,2023,Completed
570,42,Infra_QG3E9H,Bridge,2017,Planned
571,7,Infra_467VNC,Hospital upgrade,2016,Ongoing
572,14,Infra_I3RP6B,School construction,2020,Completed
573,5,Infra_PP9C3Z,Hospital upgrade,2019,Completed
574,6,Infra_Z8LQ0I,School construction,2022,Planned
575,12,Infra_WFLMA8,Hospital upgrade,2018,Ongoing
576,12,Infra_2QQCHO,Water supply,2024,Ongoing
577,33,Infra_6IWI9R,Electricity,2019,Ongoing
578,31,Infra_KFVSCT,Electricity,2023,Ongoing
579,28,Infra_7XY3WY,School construction,2017,Planned
580,24,Infra_VS1CW7,Road,2019,Completed
581,7,Infra_Q6UOHS,Hospital upgrade,2013,Ongoing
582,18,Infra_ZDON36,Hospital upgrade,2013,Completed
583,16,Infra_11C7II,Hospital upgrade,2009,Planned
584,15,Infra_ZPUKOV,Electricity,2010,Completed
585,11,Infra_TENCY0,Bridge,2010,Ongoing
586,11,Infra_Z67RRX,Road,2015,Planned
587,22,Infra_99YOTQ,Road,2006,Ongoing
588,11,Infra_6QWNDX,Hospital upgrade,2020,Completed
589,1,Infra_VU9K1U,Bridge,2015,Completed
590,28,Infra_AI4VHH,Hospital upgrade,2013,Planned
591,13,Infra_86DGL8,Electricity,2023,Ongoing
592,31,Infra_NLV0TG,School construction,2007,Ongoing
593,30,Infra_IDGATM,Water supply,2007,Completed
594,2,Infra_U9MMGW,Bridge,2009,Ongoing
595,30,Infra_1ZKBOP,School construction,2007,Completed
596,35,Infra_NVYVKB,School construction,2020,Completed
597,13,Infra_ZCDUPG,Hospital upgrade,2006,Ongoing
598,18,Infra_P02FD3,Hospital upgrade,2024,Planned
599,30,Infra_NDW9YZ,Hospital upgrade,2017,Planned
600,12,Infra_NX89TM,Bridge,2014,Planned
601,34,Infra_78ASQA,Electricity,2008,Completed
602,30,Infra_CRGPPL,School construction,2014,Ongoing
603,45,Infra_EUBYZ6,Hospital upgrade,2021,Ongoing
604,3,Infra_BAT0NJ,School construction,2010,Ongoing
605,17,Infra_036GT9,Road,2005,Ongoing
606,16,Infra_8ANRN6,Electricity,2020,Completed
607,31,Infra_AYGLQG,Hospital upgrade,2017,Completed
608,18,Infra_DEOYZQ,School construction,2016,Completed
609,3,Infra_3TAU1U,Electricity,2020,Completed
610,31,Infra_ATXLBS,Electricity,2021,Completed
611,14,Infra_PQBFNO,Bridge,2008,Planned
612,17,Infra_MZTTWU,Road,2021,Planned
613,27,Infra_VA25SX,School construction,2024,Planned
614,30,Infra_P91Y4H,School construction,2012,Completed
615,11,Infra_ZI1YIF,Water supply,2008,Ongoing
616,32,Infra_0LG7JM,Water supply,2019,Ongoing
617,18,Infra_P5U8Z1,Road,2016,Planned
618,31,Infra_XLA3IQ,School construction,2019,Completed
619,17,Infra_4TC5JY,School construction,2009,Ongoing
620,1,Infra_NG0HFW,Road,2017,Ongoing
621,18,Infra_31SJHU,School construction,2023,Planned
622,47,Infra_Z39D2O,School construction,2007,Completed
623,13,Infra_CMW9EJ,Road,2012,Ongoing
624,43,Infra_VNPULP,Road,2018,Planned
625,40,Infra_2P7ZXZ,Road,2006,Ongoing
626,23,Infra_SJKXCM,Water supply,2023,Ongoing
627,6,Infra_GXFJU5,School construction,2012,Planned
628,3,Infra_W5G2PD,Road,2016,Ongoing
629,25,Infra_1NBY4Q,Hospital upgrade,2012,Planned
630,26,Infra_IIV9HE,Road,2019,Planned
631,19,Infra_A7MBBI,Bridge,2011,Ongoing
632,15,Infra_RBIEMG,Bridge,2020,Ongoing
633,3,Infra_5KNVDU,Bridge,2009,Planned
634,5,Infra_BY20KE,Bridge,2019,Ongoing
635,20,Infra_R8BJSZ,Hospital upgrade,2016,Completed
636,35,Infra_9B45J7,Electricity,2017,Completed
637,32,Infra_ADC38V,Hospital upgrade,2021,Completed
638,23,Infra_U7P66K,Road,2009,Completed
639,21,Infra_VOMYDF,Water supply,2023,Completed
640,18,Infra_Z8512O,Bridge,2012,Completed
641,35,Infra_8FAZEH,Bridge,2023,Completed
642,29,Infra_6SVOJ3,Road,2006,Planned
643,34,Infra_FNNIAY,Hospital upgrade,2024,Completed
644,22,Infra_YAPKDH,Water supply,2019,Planned
645,39,Infra_HR81JV,Electricity,2013,Completed
646,34,Infra_ONOCPS,Road,2020,Planned
647,12,Infra_JMYB6M,Bridge,2017,Planned
648,32,Infra_PXNUNY,Hospital upgrade,2008,Completed
649,16,Infra_IU551J,Road,2022,Ongoing
650,28,Infra_B0OGUA,Water supply,2016,Ongoing
651,30,Infra_SZR3SI,Hospital upgrade,2005,Planned
652,1,Infra_CJ05GX,School construction,2023,Planned
653,18,Infra_3JES6T,School construction,2013,Ongoing
654,9,Infra_JXYQI5,Hospital upgrade,2017,Ongoing
655,42,Infra_G2EII1,Hospital upgrade,2007,Completed
656,3,Infra_B1RC3D,School construction,2010,Ongoing
657,42,Infra_8EJG1L,School construction,2018,Planned
658,31,Infra_SV01M4,Electricity,2024,Completed
659,37,Infra_SAQA07,Bridge,2011,Ongoing
660,13,Infra_IWDYI7,School construction,2015,Ongoing
661,1,Infra_66NS1W,School construction,2009,Planned
662,11,Infra_XS3G07,School construction,2007,Ongoing
663,32,Infra_YMZY7R,Road,2013,Completed
664,19,Infra_G0CM1Z,Hospital upgrade,2011,Completed
665,35,Infra_MUDZPX,Electricity,2006,Ongoing
666,44,Infra_N925WD,Water supply,2013,Ongoing
667,35,Infra_WCZHJX,Water supply,2011,Completed
668,26,Infra_GQLJ6H,Bridge,2008,Planned
669,4,Infra_1645BS,Electricity,2014,Ongoing
670,30,Infra_Z7ZRZH,Hospital upgrade,2012,Planned
671,8,Infra_DPHMUJ,Hospital upgrade,2018,Ongoing
672,7,Infra_BI8G3I,Road,2015,Planned
673,29,Infra_Y8380V,Water supply,2014,Ongoing
674,18,Infra_ZNKHQY,Hospital upgrade,2009,Ongoing
675,20,Infra_P5H0OV,Bridge,2014,Ongoing
676,18,Infra_MO4VAL,Bridge,2011,Planned
677,30,Infra_YRE6AS,Road,2023,Ongoing
678,18,Infra_B3GRX0,Hospital upgrade,2011,Planned
679,26,Infra_7FN82Q,Electricity,2006,Ongoing
680,13,Infra_Q7G18X,Bridge,2023,Ongoing
681,27,Infra_DH4YRV,School construction,2006,Planned
682,37,Infra_Q7ORIS,Electricity,2018,Completed
683,16,Infra_N545SL,Electricity,2017,Ongoing
684,43,Infra_S7VSZK,Bridge,2010,Ongoing
685,35,Infra_TDAP5A,Hospital upgrade,2007,Ongoing
686,33,Infra_0NB9AC,School construction,2023,Ongoing
687,33,Infra_N1QBLJ,School construction,2005,Completed
688,32,Infra_E0GUMJ,Bridge,2011,Planned
689,22,Infra_Y251ZE,School construction,2006,Ongoing
690,17,Infra_6HF06Q,Water supply,2009,Planned
691,2,Infra_QMECUY,Bridge,2022,Planned
692,18,Infra_QLA9TS,Electricity,2018,Planned
693,46,Infra_ZHSFOT,Water supply,2007,Ongoing
694,12,Infra_M3S88R,Water supply,2011,Ongoing
695,45,Infra_ZOA08I,Bridge,2006,Planned
696,16,Infra_1UMK25,Electricity,2022,Ongoing
697,23,Infra_RJ3YLG,Road,2021,Ongoing
698,30,Infra_OZMORD,School construction,2013,Completed
699,14,Infra_BF922A,Bridge,2012,Planned
700,19,Infra_00VZJ1,Road,2016,Completed
701,8,Infra_CUV0N3,Electricity,2010,Completed
702,43,Infra_4BLY4W,Bridge,2005,Completed
703,17,Infra_PQW1W8,Hospital upgrade,2015,Completed
704,33,Infra_74CXAL,Road,2011,Planned
705,3,Infra_6WUOE9,Water supply,2014,Completed
706,30,Infra_2ZW0YH,Water supply,2014,Completed
707,4,Infra_CQZUO5,Electricity,2012,Completed
708,33,Infra_XJLVSH,Road,2018,Planned
709,23,Infra_12N44D,Bridge,2014,Ongoing
710,7,Infra_CJH0MF,Bridge,2020,Planned
711,12,Infra_EAIPCZ,Road,2019,Ongoing
712,11,Infra_FBKSLV,Road,2005,Planned
713,24,Infra_T7WDPM,Road,2023,Ongoing
714,8,Infra_I7VJZM,School construction,2020,Ongoing
715,18,Infra_WXMRGB,Bridge,2018,Ongoing
716,16,Infra_FJTIE7,Hospital upgrade,2013,Ongoing
717,24,Infra_R6EXP3,Road,2020,Planned
718,23,Infra_AMYG1G,Bridge,2014,Ongoing
719,34,Infra_7CQVZ5,Road,2016,Ongoing
720,15,Infra_GBZUEX,Road,2007,Ongoing
721,31,Infra_YT1PSG,School construction,2017,Planned
722,14,Infra_5NJ4SX,Electricity,2017,Completed
723,11,Infra_ONSCQU,School construction,2011,Planned
724,47,Infra_05K7Y3,Water supply,2015,Completed
725,2,Infra_DMS8D9,Water supply,2005,Ongoing
726,28,Infra_S19WNV,Road,2017,Ongoing
727,18,Infra_ZBLT7X,Bridge,2014,Ongoing
728,28,Infra_MT1IRQ,Electricity,2020,Completed
729,7,Infra_2IVMHO,School construction,2020,Planned
730,31,Infra_6BH4V8,School construction,2017,Completed
731,7,Infra_GY9YP2,Bridge,2017,Ongoing
732,28,Infra_C7SQFT,Electricity,2007,Planned
733,13,Infra_7I0BWO,Bridge,2008,Ongoing
734,12,Infra_0281PL,Road,2017,Ongoing
735,22,Infra_QSOZV6,Electricity,2014,Planned
736,1,Infra_RUEWX0,School construction,2022,Ongoing
737,12,Infra_RM4WEG,Bridge,2012,Completed
738,2,Infra_LFQT3D,Road,2010,Planned
739,24,Infra_TS0DGF,School construction,2010,Completed
740,31,Infra_ERBEWQ,Bridge,2007,Completed
741,33,Infra_7BZKC5,Road,2010,Completed
742,18,Infra_T2UYLJ,School construction,2011,Ongoing
743,8,Infra_ZN723J,Water supply,2022,Ongoing
744,3,Infra_NJ2ZFJ,Electricity,2024,Planned
745,11,Infra_CQUH2D,Water supply,2023,Completed
746,10,Infra_5G7G7P,Water supply,2006,Ongoing
747,35,Infra_XE7U4W,Water supply,2022,Planned
748,13,Infra_9EF1Y3,Water supply,2023,Ongoing
749,28,Infra_8MCPD8,Electricity,2023,Planned
750,22,Infra_0BV9G0,Hospital upgrade,2012,Planned
751,3,Infra_SYXDP9,Water supply,2013,Ongoing
752,34,Infra_3WBQDV,School construction,2014,Completed
753,8,Infra_DUIV73,School construction,2014,Completed
754,24,Infra_4T7Q8G,Water supply,2018,Completed
755,18,Infra_FGKK7H,School construction,2023,Completed
756,34,Infra_LYH52D,Hospital upgrade,2012,Completed
757,8,Infra_KL5OUZ,Hospital upgrade,2023,Planned
758,3,Infra_368E5J,Road,2015,Planned
759,18,Infra_GS8A1B,Water supply,2010,Planned
760,36,Infra_30F0AO,Road,2010,Ongoing
761,1,Infra_GPJXP2,Road,2021,Ongoing
762,30,Infra_Z4R4JW,Hospital upgrade,2007,Planned
763,14,Infra_CWPXJX,Hospital upgrade,2019,Completed
764,10,Infra_S9I5FL,Hospital upgrade,2008,Completed
765,1,Infra_T99Z1I,School construction,2013,Ongoing
766,15,Infra_DZZ765,Water supply,2005,Planned
767,3,Infra_RCN6GR,Bridge,2008,Ongoing
768,12,Infra_61ZMJG,Water supply,2010,Planned
769,42,Infra_G1SFCX,Electricity,2011,Completed
770,17,Infra_UWTVAR,School construction,2020,Planned
771,2,Infra_LHBLDD,Bridge,2011,Ongoing
772,35,Infra_PORF30,School construction,2016,Planned
773,10,Infra_3W6Z2Y,Electricity,2010,Ongoing
774,22,Infra_SOZN79,Water supply,2014,Completed
775,1,Infra_LMZO4J,School construction,2018,Planned
776,1,Infra_B4I8HO,Road,2006,Completed
777,12,Infra_ZWWOTB,Bridge,2005,Ongoing
778,17,Infra_FPHT5X,Bridge,2024,Completed
779,16,Infra_7IAVH5,Hospital upgrade,2020,Ongoing
780,41,Infra_5MZ8G6,Bridge,2013,Ongoing
781,13,Infra_I8DY27,Bridge,2014,Completed
782,23,Infra_PMF66I,Water supply,2013,Planned
783,9,Infra_KCKF46,Electricity,2006,Completed
784,35,Infra_JJ8FAR,Road,2023,Planned
785,46,Infra_MUMGL8,Electricity,2013,Ongoing
786,36,Infra_QYBNEK,Electricity,2023,Ongoing
787,25,Infra_F692D5,Electricity,2021,Ongoing
788,31,Infra_IFWJD1,Water supply,2013,Ongoing
789,36,Infra_TY2FUH,Road,2024,Completed
790,32,Infra_LE2IAB,Electricity,2021,Planned
791,35,Infra_00BMUF,Road,2021,Ongoing
792,17,Infra_6TETMP,Electricity,2022,Completed
793,8,Infra_3PTFC4,Water supply,2018,Completed
794,32,Infra_0QRBT0,Hospital upgrade,2022,Completed
795,20,Infra_AOT879,Hospital upgrade,2006,Completed
796,46,Infra_68TE1H,Road,2021,Ongoing
797,23,Infra_WGWR4N,School construction,2014,Completed
798,47,Infra_4AWNTU,Bridge,2024,Ongoing
799,10,Infra_ZUILPG,Road,2022,Completed
800,20,Infra_ELC2UZ,Road,2010,Ongoing
801,10,Infra_B74RBI,Water supply,2012,Completed
802,40,Infra_1BSCBF,School construction,2019,Completed
803,17,Infra_6QXCRU,Bridge,2012,Completed
804,29,Infra_NHCP4M,Bridge,2009,Ongoing
805,13,Infra_Y21FOU,Road,2012,Planned
806,30,Infra_LOTPE2,Water supply,2010,Ongoing
807,17,Infra_JO29AA,Road,2013,Completed
808,26,Infra_75BSPD,Road,2008,Ongoing
809,32,Infra_MEOSP6,School construction,2011,Planned
810,11,Infra_S63U4M,School construction,2016,Ongoing
811,27,Infra_SBTKPL,Bridge,2012,Completed
812,28,Infra_29VLU0,Bridge,2023,Completed
813,26,Infra_HLVDL4,Bridge,2014,Ongoing
814,14,Infra_K1HD27,Electricity,2022,Ongoing
815,31,Infra_J0KH1E,Hospital upgrade,2014,Completed
816,26,Infra_8Y4RQE,Hospital upgrade,2008,Ongoing
817,45,Infra_BTU62B,Water supply,2017,Ongoing
818,20,Infra_0L842N,Road,2008,Completed
819,18,Infra_4G3USD,Road,2012,Planned
820,30,Infra_AHGE4E,Road,2015,Planned
821,47,Infra_SXKPXD,Water supply,2011,Planned
822,12,Infra_YT4TJ6,Hospital upgrade,2012,Planned
823,37,Infra_5H7LVO,School construction,2021,Completed
824,22,Infra_2L2IJ7,Road,2009,Ongoing
825,31,Infra_4KAGFM,Water supply,2013,Ongoing
826,33,Infra_3W0C4U,Electricity,2018,Completed
827,38,Infra_LIR0YI,Road,2009,Ongoing
828,27,Infra_7T36DW,Bridge,2011,Planned
829,11,Infra_RG8SF1,Electricity,2005,Ongoing
830,31,Infra_PW5D2G,Water supply,2014,Planned
831,40,Infra_PRF7Y8,Hospital upgrade,2019,Completed
832,11,Infra_D198L7,Water supply,2020,Planned
833,13,Infra_ZRY5YX,Electricity,2011,Ongoing
834,32,Infra_UQM3ER,Electricity,2018,Ongoing
835,26,Infra_0TJO8D,Hospital upgrade,2015,Completed
836,47,Infra_ZJQJVJ,School construction,2010,Ongoing
837,11,Infra_GPRO9Z,School construction,2015,Ongoing
838,10,Infra_N8QFPB,Water supply,2010,Planned
839,11,Infra_IUIY8I,Hospital upgrade,2015,Completed
840,9,Infra_VKA548,Electricity,2011,Ongoing
841,6,Infra_TLG78R,Electricity,2023,Planned
842,17,Infra_UR9TU3,Road,2011,Planned
843,14,Infra_ART1G7,Water supply,2023,Completed
844,12,Infra_KQETOU,Hospital upgrade,2006,Ongoing
845,3,Infra_80OW7F,Electricity,2007,Completed
846,12,Infra_XEXECU,Road,2007,Planned
847,13,Infra_AR7EM8,Electricity,2012,Ongoing
848,20,Infra_VKJDYI,School construction,2007,Completed
849,35,Infra_0QIADJ,School construction,2015,Ongoing
850,12,Infra_3MWCGB,School construction,2016,Ongoing
851,33,Infra_MCUM8T,Water supply,2023,Ongoing
852,22,Infra_Y5TJRQ,Hospital upgrade,2012,Completed
853,8,Infra_I9IPDR,Road,2021,Planned
854,41,Infra_OST0ND,Electricity,2021,Completed
855,3,Infra_B3NQOP,School construction,2012,Completed
856,3,Infra_7IFVP1,School construction,2010,Completed
857,13,Infra_UX0YQQ,School construction,2011,Ongoing
858,31,Infra_E438VR,Hospital upgrade,2017,Ongoing
859,40,Infra_K77W8H,School construction,2014,Planned
860,6,Infra_MGUQVA,Bridge,2017,Completed
861,40,Infra_IOIIRE,Water supply,2006,Ongoing
862,30,Infra_17SWUM,School construction,2024,Planned
863,19,Infra_39N6OU,School construction,2012,Planned
864,24,Infra_MEKILW,Bridge,2020,Planned
865,13,Infra_26J45U,School construction,2007,Planned
866,38,Infra_UF96BJ,Water supply,2008,Planned
867,24,Infra_9BYZ9J,Electricity,2020,Planned
868,3,Infra_1MSI2B,Road,2008,Ongoing
869,13,Infra_J8ZMBM,Bridge,2006,Ongoing
870,26,Infra_FG6H0T,Electricity,2011,Completed
871,32,Infra_PTKTDS,School construction,2022,Planned
872,23,Infra_SXQCEM,School construction,2005,Planned
873,20,Infra_MJ1F9E,Water supply,2014,Ongoing
874,42,Infra_YXMIV4,Hospital upgrade,2020,Completed
875,12,Infra_XOLJA9,Hospital upgrade,2023,Planned
876,13,Infra_4FO6EF,Road,2005,Planned
877,18,Infra_ATVL40,Hospital upgrade,2016,Completed
878,2,Infra_XY20JZ,Road,2023,Completed
879,12,Infra_7X1XJB,Hospital upgrade,2019,Planned
880,45,Infra_L701CR,School construction,2024,Completed
881,28,Infra_FY1SRL,Hospital upgrade,2009,Planned
882,18,Infra_LGW1XC,Road,2014,Ongoing
883,8,Infra_O52WSA,Electricity,2010,Completed
884,40,Infra_219CIU,Bridge,2023,Planned
885,42,Infra_OYM33B,Electricity,2005,Ongoing
886,22,Infra_2VODI4,Road,2012,Ongoing
887,23,Infra_6EL5P0,Electricity,2017,Planned
888,28,Infra_FJ4DPZ,Electricity,2014,Ongoing
889,11,Infra_SO70OT,Water supply,2012,Completed
890,44,Infra_BV9F2S,Hospital upgrade,2018,Completed
891,9,Infra_277FRY,Water supply,2012,Ongoing
892,32,Infra_5M45PU,Bridge,2021,Ongoing
893,13,Infra_LOJBT3,Water supply,2011,Ongoing
894,11,Infra_OL3EDE,Water supply,2009,Completed
895,33,Infra_7Y5LL9,Road,2021,Completed
896,42,Infra_GA2VHR,Water supply,2007,Completed
897,8,Infra_EOPGCC,Road,2013,Completed
898,27,Infra_RCGSR9,Road,2014,Ongoing
899,17,Infra_T0H5OA,Water supply,2013,Completed
900,38,Infra_ITENQO,Electricity,2016,Planned
901,7,Infra_7P5HBF,Water supply,2016,Ongoing
902,31,Infra_8PKWWO,Electricity,2024,Ongoing
903,16,Infra_3Z6JJY,Bridge,2018,Planned
904,27,Infra_TIGQ0J,School construction,2023,Completed
905,14,Infra_XSG3ZO,Bridge,2015,Ongoing
906,7,Infra_YHFGX4,Hospital upgrade,2024,Completed
907,36,Infra_W01YHM,Hospital upgrade,2006,Ongoing
908,3,Infra_2B5GU9,Electricity,2017,Completed
909,30,Infra_HERAO0,School construction,2011,Completed
910,11,Infra_84CCNI,Water supply,2010,Planned
911,30,Infra_UAJXK7,Electricity,2014,Planned
912,10,Infra_JZ0R4J,Hospital upgrade,2023,Planned
913,31,Infra_MERHKW,Hospital upgrade,2023,Planned
914,40,Infra_7L6GBF,Electricity,2018,Ongoing
915,7,Infra_2DFFET,Bridge,2023,Planned
916,28,Infra_NPWFBZ,Water supply,2024,Ongoing
917,22,Infra_OCORKG,Road,2019,Completed
918,14,Infra_5SBWZZ,Hospital upgrade,2014,Completed
919,30,Infra_53CRKR,Hospital upgrade,2007,Ongoing
920,2,Infra_PF96VJ,Electricity,2011,Planned
921,32,Infra_J6POV1,School construction,2012,Planned
922,4,Infra_13MA6G,Water supply,2018,Completed
923,15,Infra_CUTMHP,Hospital upgrade,2021,Ongoing
924,42,Infra_9A9MNR,Hospital upgrade,2021,Ongoing
925,24,Infra_S4L55T,Electricity,2013,Ongoing
926,8,Infra_FOIG88,Road,2017,Planned
927,25,Infra_WCX3J6,Bridge,2014,Ongoing
928,32,Infra_U6S4E1,Electricity,2009,Completed
929,30,Infra_XVNXB6,Water supply,2016,Planned
930,9,Infra_64K1VI,Road,2009,Completed
931,11,Infra_JQX3ES,Road,2006,Completed
932,42,Infra_DVXYU0,Bridge,2007,Planned
933,23,Infra_SJY448,Road,2007,Ongoing
934,46,Infra_XO8DBX,Water supply,2018,Planned
935,26,Infra_89LHJX,School construction,2016,Planned
936,4,Infra_T5RT50,Electricity,2008,Ongoing
937,14,Infra_PZONF9,Bridge,2013,Ongoing
938,20,Infra_YVZV92,Bridge,2016,Completed
939,26,Infra_YKQ9ON,Hospital upgrade,2019,Planned
940,7,Infra_21AS07,Road,2006,Completed
941,39,Infra_X1E1FW,Bridge,2024,Completed
942,31,Infra_D1OWGW,School construction,2011,Ongoing
943,11,Infra_X5IO05,Bridge,2019,Planned
944,19,Infra_GGT9P7,Electricity,2007,Planned
945,46,Infra_FR7LTX,Hospital upgrade,2012,Planned
946,18,Infra_K2QFWO,Bridge,2022,Ongoing
947,10,Infra_35EH7X,Road,2024,Ongoing
948,8,Infra_CHRFXF,Bridge,2024,Ongoing
949,2,Infra_CVF2ZS,Water supply,2005,Planned
950,8,Infra_03XVPL,Road,2005,Planned
951,1,Infra_3SG62T,Electricity,2006,Planned
952,24,Infra_EC5441,Road,2006,Planned
953,18,Infra_U2KE8L,School construction,2008,Planned
954,30,Infra_82PKVA,Water supply,2016,Planned
955,30,Infra_CNWA9L,Bridge,2006,Ongoing
956,45,Infra_6OJ74K,Road,2007,Ongoing
957,17,Infra_P37O62,Hospital upgrade,2018,Ongoing
958,16,Infra_0OCBZA,Bridge,2011,Planned
959,30,Infra_3TRUMT,Hospital upgrade,2021,Planned
960,11,Infra_OI1KCM,Road,2010,Planned
961,15,Infra_UY6REF,Hospital upgrade,2023,Planned
962,18,Infra_QGUVMS,Electricity,2021,Ongoing
963,42,Infra_1KVRX0,School construction,2022,Completed
964,32,Infra_XD4OEN,Bridge,2021,Planned
965,1,Infra_NED3S6,Electricity,2009,Ongoing
966,45,Infra_2AEUMZ,Water supply,2021,Planned
967,13,Infra_879H0X,Electricity,2010,Completed
968,47,Infra_TSYOTY,Electricity,2005,Completed
969,17,Infra_K13ITJ,Road,2006,Planned
970,18,Infra_0MWKM0,Road,2020,Planned
971,3,Infra_IDLEUH,Bridge,2021,Ongoing
972,23,Infra_JC87Z1,School construction,2013,Completed
973,34,Infra_J4D87F,Water supply,2014,Planned
974,3,Infra_9V15YO,School construction,2020,Ongoing
975,9,Infra_M507II,Bridge,2022,Ongoing
976,45,Infra_U8SSWF,Electricity,2020,Completed
977,28,Infra_LAZ3LV,Road,2023,Planned
978,36,Infra_WOD8YY,Road,2024,Completed
979,14,Infra_PS6DFL,Hospital upgrade,2013,Completed
980,24,Infra_30BPLT,Road,2016,Planned
981,16,Infra_LY0O1A,Electricity,2012,Completed
982,17,Infra_ZTTDY9,Electricity,2010,Completed
983,26,Infra_AYDPNM,Water supply,2012,Planned
984,24,Infra_FUZZYH,Bridge,2019,Planned
985,45,Infra_7AG3NE,Water supply,2016,Ongoing
986,35,Infra_Z60NZ5,Road,2024,Planned
987,45,Infra_URY45C,Bridge,2007,Planned
988,30,Infra_YV0RUK,Hospital upgrade,2014,Ongoing
989,9,Infra_H0F0VG,Water supply,2007,Ongoing
990,25,Infra_WULPLU,Bridge,2009,Ongoing
991,24,Infra_9HFT16,Electricity,2021,Ongoing
992,15,Infra_1WYL8G,Bridge,2018,Completed
993,13,Infra_7DSF8Q,Road,2020,Planned
994,11,Infra_TCZ556,Hospital upgrade,2013,Ongoing
995,8,Infra_8YLFD5,Road,2020,Completed
996,23,Infra_1G4WW8,School construction,2006,Planned
997,28,Infra_CZS4FV,Bridge,2019,Ongoing
998,2,Infra_7OR3VH,Road,2014,Ongoing
999,7,Infra_OWRO72,Road,2024,Planned
1000,22,Infra_A8VPSU,Road,2021,Planned
1001,6,Infra_0BPEP5,Bridge,2015,Completed
1002,16,Infra_LHBBDS,Road,2023,Ongoing
1003,2,Infra_HJ6NU9,Hospital upgrade,2023,Planned
1004,24,Infra_VQRCEE,Electricity,2014,Planned
1005,5,Infra_ED3ZTT,School construction,2019,Planned
